stage,n_nodes,n_episodes,support_coverage,caliper_minutes,kendall_tau_b,median_rank_displacement,p90_rank_displacement,share_rank_displacement_ge_030,spearman_rho,share_signed_ge_030,share_signed_le_minus030,delay_boundary_tie_count,consequence_boundary_tie_count,top10_overlap,status,heterogeneity_status,candidate_pairs,balanced_episode_pairs,matched_episodes,match_coverage,median_consequence_priority_percentile_gap,p90_consequence_priority_percentile_gap,delay_boundary_tie_fraction,consequence_boundary_tie_fraction,replicate
POST_OB_PRE_TO,16,10,1.0,5.0,0.9807692307692308,0.0,0.03125,0.0,0.9968944099378884,0.0,0.0,1,1,0.5,PASS,PASS,111,84,10,1.0,0.3125,0.625,0.0625,0.0625,965
PRE_IB,51,11,1.0,5.0,0.7700787401574803,0.07843137254901966,0.215686274509804,0.058823529411764705,0.8788811442020459,0.058823529411764705,0.0,3,1,0.8333333333333334,PASS,PASS,538,44,11,1.0,0.10784313725490198,0.4088235294117647,0.058823529411764705,0.0196078431372549,966
POST_IB_PRE_OB,309,11,1.0,5.0,0.8290979468192529,0.03883495145631066,0.21682847896440127,0.0,0.9338749190082253,0.0,0.0,1,3,0.9354838709677419,PASS,PASS,29184,44,11,1.0,0.2192556634304207,0.48851132686084153,0.003236245954692557,0.009708737864077669,966
POST_OB_PRE_TO,17,11,1.0,5.0,0.935483870967742,0.0,0.08235294117647063,0.0,0.9798488664987405,0.0,0.0,2,2,1.0,PASS,PASS,126,87,11,1.0,0.2941176470588236,0.7352941176470588,0.11764705882352941,0.11764705882352941,966
PRE_IB,40,9,1.0,5.0,0.8328981723237598,0.04999999999999999,0.13000000000000006,0.0,0.941950028179598,0.0,0.0,2,2,1.0,PASS,PASS,237,42,9,1.0,0.125,0.26249999999999996,0.05,0.05,967
POST_IB_PRE_OB,171,9,1.0,5.0,0.8623688569850912,0.04678362573099415,0.1286549707602339,0.0,0.9611469195109045,0.0,0.0,2,2,0.8888888888888888,PASS,PASS,6249,42,9,1.0,0.1842105263157895,0.4707602339181286,0.011695906432748537,0.011695906432748537,967
POST_OB_PRE_TO,17,9,1.0,5.0,0.8437499999999999,0.0,0.19999999999999996,0.0,0.9231722428748452,0.0,0.0,2,1,0.5,PASS,PASS,125,86,9,1.0,0.3088235294117647,0.7205882352941176,0.11764705882352941,0.058823529411764705,967
PRE_IB,37,7,1.0,5.0,0.900466562986003,0.02702702702702703,0.11891891891891887,0.0,0.9666904591958124,0.0,0.0,2,2,1.0,PASS,PASS,186,34,7,1.0,0.18918918918918926,0.2635135135135135,0.05405405405405406,0.05405405405405406,968
POST_IB_PRE_OB,212,7,1.0,5.0,0.8606215525359883,0.04716981132075471,0.17924528301886788,0.0,0.9534957535055778,0.0,0.0,4,1,0.7272727272727273,PASS,PASS,9787,34,7,1.0,0.16155660377358488,0.4174528301886792,0.018867924528301886,0.0047169811320754715,968
POST_OB_PRE_TO,16,7,1.0,5.0,0.8969072164948455,0.0,0.125,0.0,0.9646302250803859,0.0,0.0,1,1,0.5,PASS,PASS,107,80,7,1.0,0.34375,0.59375,0.0625,0.0625,968
PRE_IB,101,8,1.0,5.0,0.812932086213908,0.0594059405940594,0.09900990099009899,0.0594059405940594,0.8213202705854911,0.0594059405940594,0.0,4,4,0.8181818181818182,PASS,PASS,1740,66,7,0.875,0.43564356435643564,0.5247524752475248,0.039603960396039604,0.039603960396039604,969
POST_IB_PRE_OB,378,8,1.0,5.0,0.9926249311236384,0.0,0.010582010582010581,0.0,0.9990298682156187,0.0,0.0,1,1,1.0,PASS,PASS,30636,66,7,0.875,0.41931216931216936,0.5740740740740741,0.0026455026455026454,0.0026455026455026454,969
POST_OB_PRE_TO,14,8,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,79,79,8,1.0,0.3571428571428571,0.6785714285714286,0.07142857142857142,0.07142857142857142,969
PRE_IB,60,9,1.0,5.0,0.8209982788296043,0.04999999999999996,0.0950000000000002,0.05,0.8747566876147045,0.05,0.0,1,2,0.5,PASS,PASS,966,85,9,1.0,0.30000000000000004,0.5583333333333333,0.016666666666666666,0.03333333333333333,970
POST_IB_PRE_OB,455,9,1.0,5.0,0.8360276912023146,0.01978021978021982,0.16483516483516486,0.008791208791208791,0.9453795665445354,0.004395604395604396,0.004395604395604396,3,1,0.4782608695652174,PASS,PASS,71905,85,9,1.0,0.2945054945054945,0.6494505494505494,0.006593406593406593,0.002197802197802198,970
POST_OB_PRE_TO,15,9,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,98,85,9,1.0,0.30000000000000004,0.6666666666666667,0.06666666666666667,0.06666666666666667,970
PRE_IB,30,10,1.0,5.0,0.6121495327102803,0.1333333333333333,0.39999999999999997,0.16666666666666666,0.7290552584670232,0.03333333333333333,0.13333333333333333,1,1,1.0,PASS,PASS,225,54,10,1.0,0.21666666666666667,0.4666666666666666,0.03333333333333333,0.03333333333333333,971
POST_IB_PRE_OB,268,10,1.0,5.0,0.6896223243303821,0.07835820895522388,0.26865671641791045,0.05223880597014925,0.8592447400380547,0.03731343283582089,0.014925373134328358,1,1,0.5925925925925926,PASS,PASS,21267,54,10,1.0,0.3414179104477612,0.6828358208955224,0.0037313432835820895,0.0037313432835820895,971
POST_OB_PRE_TO,15,10,1.0,5.0,1.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,1,1,1.0,PASS,PASS,100,87,10,1.0,0.30000000000000004,0.6333333333333334,0.06666666666666667,0.06666666666666667,971
PRE_IB,33,9,1.0,5.0,0.9381044487427466,0.030303030303030276,0.06060606060606061,0.0,0.9876088412592098,0.0,0.0,2,2,1.0,PASS,PASS,169,40,9,1.0,0.18181818181818182,0.24393939393939396,0.06060606060606061,0.06060606060606061,972
POST_IB_PRE_OB,200,9,1.0,5.0,0.90259380508688,0.030000000000000013,0.08999999999999997,0.0,0.9809758252572097,0.0,0.0,3,1,0.8,PASS,PASS,9522,40,9,1.0,0.16874999999999998,0.41750000000000004,0.015,0.005,972
POST_OB_PRE_TO,15,9,1.0,5.0,0.9166666666666669,0.0,0.1333333333333333,0.0,0.9707495429616089,0.0,0.0,1,2,0.0,PASS,PASS,98,85,9,1.0,0.36666666666666664,0.6666666666666667,0.06666666666666667,0.13333333333333333,972
PRE_IB,61,11,1.0,5.0,0.765030336458908,0.032786885245901676,0.26229508196721313,0.01639344262295082,0.8697285570665114,0.01639344262295082,0.0,1,1,0.8571428571428571,PASS,PASS,985,64,11,1.0,0.27049180327868855,0.540983606557377,0.01639344262295082,0.01639344262295082,973
POST_IB_PRE_OB,330,11,1.0,5.0,0.8960377776138124,0.010606060606060619,0.10303030303030303,0.03333333333333333,0.9659555768229312,0.015151515151515152,0.01818181818181818,1,1,0.9090909090909091,PASS,PASS,38136,64,11,1.0,0.2537878787878788,0.5919696969696969,0.0030303030303030303,0.0030303030303030303,973
POST_OB_PRE_TO,16,11,1.0,5.0,0.9478260869565218,0.0,0.09375,0.0,0.9851632047477744,0.0,0.0,1,1,0.5,PASS,PASS,114,87,11,1.0,0.3125,0.65625,0.0625,0.0625,973
PRE_IB,51,11,1.0,5.0,0.8847671665351224,0.019607843137254888,0.07843137254901958,0.058823529411764705,0.9442332065906209,0.058823529411764705,0.0,2,2,1.0,PASS,PASS,566,54,11,1.0,0.12745098039215685,0.5431372549019609,0.0392156862745098,0.0392156862745098,974
POST_IB_PRE_OB,298,11,1.0,5.0,0.8715177279305356,0.015100671140939615,0.14093959731543615,0.003355704697986577,0.9584996780424984,0.003355704697986577,0.0,1,1,0.9666666666666667,PASS,PASS,32052,54,11,1.0,0.287751677852349,0.578020134228188,0.003355704697986577,0.003355704697986577,974
POST_OB_PRE_TO,15,11,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,101,88,11,1.0,0.30000000000000004,0.6333333333333333,0.06666666666666667,0.06666666666666667,974
PRE_IB,52,10,1.0,5.0,0.8571428571428572,0.05769230769230771,0.11346153846153846,0.07692307692307693,0.9314998291766314,0.07692307692307693,0.0,1,2,0.8333333333333334,PASS,PASS,476,51,10,1.0,0.25,0.5288461538461539,0.019230769230769232,0.038461538461538464,975
POST_IB_PRE_OB,275,10,1.0,5.0,0.8622193850409618,0.03999999999999998,0.13672727272727261,0.007272727272727273,0.9415866205080696,0.0,0.007272727272727273,2,2,0.8571428571428571,PASS,PASS,20393,51,10,1.0,0.2090909090909091,0.4618181818181818,0.007272727272727273,0.007272727272727273,975
POST_OB_PRE_TO,18,10,1.0,5.0,0.8904109589041095,0.0,0.16666666666666674,0.0,0.9542619542619545,0.0,0.0,2,2,1.0,PASS,PASS,139,87,10,1.0,0.3055555555555555,0.6944444444444444,0.1111111111111111,0.1111111111111111,975
PRE_IB,44,10,1.0,5.0,0.868108108108108,0.022727272727272728,0.17272727272727326,0.045454545454545456,0.9409771251059024,0.0,0.045454545454545456,2,2,1.0,PASS,PASS,328,55,10,1.0,0.20454545454545456,0.37499999999999994,0.045454545454545456,0.045454545454545456,976
POST_IB_PRE_OB,268,10,1.0,5.0,0.8434173669467789,0.02238805970149249,0.13171641791044786,0.04477611940298507,0.9305809391847558,0.022388059701492536,0.022388059701492536,1,1,0.9259259259259259,PASS,PASS,22102,55,10,1.0,0.2742537313432836,0.5664179104477612,0.0037313432835820895,0.0037313432835820895,976
POST_OB_PRE_TO,16,10,1.0,5.0,0.9130434782608696,0.0,0.125,0.0,0.967359050445104,0.0,0.0,1,1,0.5,PASS,PASS,113,86,10,1.0,0.3125,0.671875,0.0625,0.0625,976
PRE_IB,40,9,1.0,5.0,0.8610747051114024,0.025000000000000022,0.17750000000000007,0.0,0.9550751879699245,0.0,0.0,1,1,1.0,PASS,PASS,277,49,9,1.0,0.19999999999999996,0.3875,0.025,0.025,977
POST_IB_PRE_OB,238,9,1.0,5.0,0.8390968339328325,0.04621848739495796,0.1764705882352941,0.046218487394957986,0.9280400766459175,0.0,0.046218487394957986,2,2,0.8333333333333334,PASS,PASS,13378,49,9,1.0,0.22899159663865545,0.5042016806722689,0.008403361344537815,0.008403361344537815,977
POST_OB_PRE_TO,18,9,1.0,5.0,0.8888888888888888,0.0,0.16666666666666674,0.0,0.9541188738269029,0.0,0.0,2,2,1.0,PASS,PASS,137,85,9,1.0,0.2777777777777778,0.6944444444444444,0.1111111111111111,0.1111111111111111,977
PRE_IB,55,9,1.0,5.0,0.7418032786885246,0.054545454545454564,0.2109090909090909,0.03636363636363636,0.854511305352886,0.03636363636363636,0.0,1,1,1.0,PASS,PASS,762,63,9,1.0,0.24545454545454548,0.3436363636363637,0.01818181818181818,0.01818181818181818,978
POST_IB_PRE_OB,217,9,1.0,5.0,0.8337395766516998,0.03225806451612906,0.2304147465437788,0.0,0.9300561735071974,0.0,0.0,1,1,0.9090909090909091,PASS,PASS,14865,63,9,1.0,0.19124423963133635,0.4285714285714288,0.004608294930875576,0.004608294930875576,978
POST_OB_PRE_TO,16,9,1.0,5.0,0.9439252336448597,0.0,0.09375,0.0,0.9847560975609754,0.0,0.0,1,1,0.5,PASS,PASS,109,82,9,1.0,0.3125,0.6875,0.0625,0.0625,978
PRE_IB,89,9,1.0,5.0,0.8883406907296807,0.0337078651685393,0.06741573033707866,0.033707865168539325,0.9246475573917116,0.033707865168539325,0.0,1,1,1.0,PASS,PASS,1320,66,9,1.0,0.2921348314606742,0.5056179775280899,0.011235955056179775,0.011235955056179775,979
POST_IB_PRE_OB,448,9,1.0,5.0,0.9559677871709604,0.0022321428571427937,0.05357142857142849,0.0,0.9933894601721684,0.0,0.0,2,2,0.8888888888888888,PASS,PASS,58151,66,9,1.0,0.265625,0.6529017857142857,0.004464285714285714,0.004464285714285714,979
POST_OB_PRE_TO,15,9,1.0,5.0,0.956989247311828,0.0,0.06666666666666665,0.0,0.9888475836431229,0.0,0.0,1,1,0.5,PASS,PASS,98,85,9,1.0,0.30000000000000004,0.7000000000000001,0.06666666666666667,0.06666666666666667,979
PRE_IB,31,9,1.0,5.0,0.8930957683741647,0.032258064516129004,0.09677419354838707,0.0,0.9663695299837927,0.0,0.0,1,1,1.0,PASS,PASS,192,54,9,1.0,0.24193548387096775,0.435483870967742,0.03225806451612903,0.03225806451612903,980
POST_IB_PRE_OB,188,9,1.0,5.0,0.7544841768536501,0.06914893617021278,0.22500000000000006,0.02127659574468085,0.8763228098567509,0.0,0.02127659574468085,1,1,0.7894736842105263,PASS,PASS,9744,54,9,1.0,0.3351063829787234,0.5319148936170213,0.005319148936170213,0.005319148936170213,980
POST_OB_PRE_TO,15,9,1.0,5.0,0.9578947368421054,0.0,0.06666666666666665,0.0,0.9889908256880733,0.0,0.0,1,1,0.5,PASS,PASS,96,83,9,1.0,0.2666666666666667,0.6599999999999999,0.06666666666666667,0.06666666666666667,980
PRE_IB,39,8,1.0,5.0,0.9168975069252078,0.0,0.10256410256410257,0.0,0.9795111066031039,0.0,0.0,2,2,1.0,PASS,PASS,195,38,8,1.0,0.19230769230769235,0.23076923076923078,0.05128205128205128,0.05128205128205128,981
POST_IB_PRE_OB,203,8,1.0,5.0,0.7606812509176332,0.049261083743842415,0.23645320197044337,0.029556650246305417,0.8885794950807818,0.0,0.029556650246305417,2,2,0.7619047619047619,PASS,PASS,7865,38,8,1.0,0.19827586206896552,0.3891625615763547,0.009852216748768473,0.009852216748768473,981
POST_OB_PRE_TO,16,8,1.0,5.0,0.8545454545454545,0.0,0.1875,0.0,0.9281437125748502,0.0,0.0,2,2,0.0,PASS,PASS,108,84,8,1.0,0.34375,0.65625,0.125,0.125,981
PRE_IB,32,8,1.0,5.0,0.9586776859504131,0.0,0.0625,0.0,0.9922850844966936,0.0,0.0,2,2,1.0,PASS,PASS,130,40,8,1.0,0.15625,0.28125,0.0625,0.0625,982
POST_IB_PRE_OB,251,8,1.0,5.0,0.7197863698871085,0.04780876494023911,0.33466135458167334,0.15139442231075698,0.8584568379528829,0.0796812749003984,0.07171314741035857,1,1,0.6923076923076923,PASS,PASS,12250,40,8,1.0,0.2071713147410359,0.3796812749003985,0.00398406374501992,0.00398406374501992,982
POST_OB_PRE_TO,15,8,1.0,5.0,0.9191919191919192,0.0,0.1333333333333333,0.0,0.9711191335740073,0.0,0.0,1,2,0.0,PASS,PASS,98,85,8,1.0,0.3333333333333333,0.7333333333333334,0.06666666666666667,0.13333333333333333,982
PRE_IB,61,9,1.0,5.0,0.8361018826135106,0.016393442622950838,0.2622950819672131,0.01639344262295082,0.9158485273492286,0.01639344262295082,0.0,1,1,0.8571428571428571,PASS,PASS,905,48,9,1.0,0.25409836065573765,0.5163934426229508,0.01639344262295082,0.01639344262295082,983
POST_IB_PRE_OB,348,9,1.0,5.0,0.9314922995220393,0.005747126436781658,0.04597701149425282,0.0,0.9791170557095868,0.0,0.0,3,3,0.9428571428571428,PASS,PASS,40697,48,9,1.0,0.28735632183908055,0.5650862068965522,0.008620689655172414,0.008620689655172414,983
POST_OB_PRE_TO,16,9,1.0,5.0,0.9464285714285714,0.0,0.09375,0.0,0.9850746268656718,0.0,0.0,1,1,0.5,PASS,PASS,111,84,9,1.0,0.34375,0.6875,0.0625,0.0625,983
PRE_IB,52,10,1.0,5.0,0.8448669201520913,0.057692307692307696,0.09615384615384615,0.057692307692307696,0.933119795003203,0.057692307692307696,0.0,2,2,0.6666666666666666,PASS,PASS,672,63,10,1.0,0.2403846153846154,0.5096153846153846,0.038461538461538464,0.038461538461538464,984
POST_IB_PRE_OB,245,10,1.0,5.0,0.8612116338292455,0.02448979591836735,0.13877551020408163,0.0,0.953247211063211,0.0,0.0,2,1,0.84,PASS,PASS,17971,63,10,1.0,0.24285714285714288,0.4408163265306123,0.00816326530612245,0.004081632653061225,984
POST_OB_PRE_TO,17,10,1.0,5.0,0.9682539682539681,0.0,0.05882352941176472,0.0,0.9925187032418951,0.0,0.0,2,1,0.5,PASS,PASS,126,87,10,1.0,0.32352941176470584,0.6470588235294117,0.11764705882352941,0.058823529411764705,984
PRE_IB,28,8,1.0,5.0,0.9120879120879122,0.0,0.10714285714285714,0.0,0.9637262984336358,0.0,0.0,2,2,1.0,PASS,PASS,105,39,8,1.0,0.1607142857142857,0.30357142857142855,0.07142857142857142,0.07142857142857142,985
POST_IB_PRE_OB,235,8,1.0,5.0,0.77552434798468,0.08085106382978724,0.21702127659574472,0.05106382978723404,0.9006498814530417,0.0,0.05106382978723404,3,3,1.0,PASS,PASS,15820,39,8,1.0,0.3680851063829787,0.6604255319148941,0.01276595744680851,0.01276595744680851,985
POST_OB_PRE_TO,16,8,1.0,5.0,0.9999999999999998,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,2,2,1.0,PASS,PASS,108,84,8,1.0,0.3125,0.625,0.125,0.125,985
PRE_IB,50,10,1.0,5.0,0.7635467980295567,0.07999999999999996,0.24,0.06,0.8655970794504756,0.06,0.0,1,1,1.0,PASS,PASS,675,53,10,1.0,0.19000000000000006,0.5600000000000003,0.02,0.02,986
POST_IB_PRE_OB,307,10,1.0,5.0,0.8769742310889442,0.019543973941368087,0.15570032573289921,0.0,0.9537631612453968,0.0,0.0,1,2,0.9354838709677419,PASS,PASS,33805,53,10,1.0,0.263843648208469,0.5944625407166123,0.003257328990228013,0.006514657980456026,986
POST_OB_PRE_TO,16,10,1.0,5.0,0.9999999999999998,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,PASS,PASS,111,87,10,1.0,0.34375,0.71875,0.125,0.125,986
PRE_IB,37,8,1.0,5.0,0.8364197530864197,0.027027027027026973,0.1891891891891892,0.0,0.9151212553495005,0.0,0.0,1,1,1.0,PASS,PASS,315,61,8,1.0,0.25675675675675674,0.4864864864864864,0.02702702702702703,0.02702702702702703,987
POST_IB_PRE_OB,324,8,1.0,5.0,0.7843961825758012,0.06172839506172845,0.25308641975308643,0.0,0.9108543310378846,0.0,0.0,3,3,1.0,PASS,PASS,22538,61,8,1.0,0.37037037037037035,0.6450617283950617,0.009259259259259259,0.009259259259259259,987
POST_OB_PRE_TO,15,8,1.0,5.0,0.9583333333333335,0.0,0.06666666666666665,0.0,0.989051094890511,0.0,0.0,1,1,0.5,PASS,PASS,95,82,8,1.0,0.3666666666666667,0.6666666666666667,0.06666666666666667,0.06666666666666667,987
PRE_IB,54,12,1.0,5.0,0.8023826208829712,0.07407407407407407,0.18518518518518523,0.037037037037037035,0.9031680073195837,0.037037037037037035,0.0,1,1,1.0,PASS,PASS,758,69,12,1.0,0.21296296296296302,0.5185185185185186,0.018518518518518517,0.018518518518518517,988
POST_IB_PRE_OB,303,12,1.0,5.0,0.844717509183138,0.016501650165016504,0.16633663366336648,0.006600660066006601,0.9472634028048738,0.006600660066006601,0.0,2,1,0.8709677419354839,PASS,PASS,32343,69,12,1.0,0.2755775577557755,0.5676567656765676,0.006600660066006601,0.0033003300330033004,988
POST_OB_PRE_TO,16,12,1.0,5.0,0.9482758620689655,0.0,0.09375,0.0,0.9851851851851852,0.0,0.0,1,1,0.5,PASS,PASS,116,89,12,1.0,0.3125,0.65625,0.0625,0.0625,988
PRE_IB,74,10,1.0,5.0,0.9229330340441452,0.02702702702702703,0.05405405405405406,0.02702702702702703,0.9598204364638427,0.02702702702702703,0.0,2,2,1.0,PASS,PASS,940,56,10,1.0,0.16554054054054046,0.5067567567567568,0.02702702702702703,0.02702702702702703,989
POST_IB_PRE_OB,339,10,1.0,5.0,0.9726894429485611,0.0,0.033038348082595835,0.0,0.997173828636678,0.0,0.0,1,2,0.9705882352941176,PASS,PASS,33863,56,10,1.0,0.26327433628318586,0.6017699115044247,0.0029498525073746312,0.0058997050147492625,989
POST_OB_PRE_TO,15,10,1.0,5.0,0.9191919191919192,0.0,0.1333333333333333,0.0,0.9710669077757684,0.0,0.0,1,2,0.0,PASS,PASS,100,87,10,1.0,0.30000000000000004,0.7,0.06666666666666667,0.13333333333333333,989
PRE_IB,54,9,1.0,5.0,0.6299435028248588,0.16666666666666663,0.31481481481481477,0.12962962962962962,0.7726752612708825,0.09259259259259259,0.037037037037037035,1,1,1.0,PASS,PASS,875,62,9,1.0,0.15740740740740738,0.5092592592592592,0.018518518518518517,0.018518518518518517,990
POST_IB_PRE_OB,359,9,1.0,5.0,0.822484284087541,0.03621169916434541,0.16713091922005574,0.03064066852367688,0.9305782500303458,0.0,0.03064066852367688,3,3,0.8055555555555556,PASS,PASS,44172,62,9,1.0,0.26810584958217265,0.5557103064066853,0.008356545961002786,0.008356545961002786,990
POST_OB_PRE_TO,18,9,1.0,5.0,0.9574468085106383,0.0,0.05555555555555558,0.0,0.9874213836477987,0.0,0.0,3,3,1.0,PASS,PASS,134,85,9,1.0,0.3333333333333333,0.6944444444444456,0.16666666666666666,0.16666666666666666,990
PRE_IB,36,9,1.0,5.0,0.6710097719869708,0.08333333333333334,0.3055555555555556,0.2222222222222222,0.7906826687314491,0.05555555555555555,0.16666666666666666,1,1,1.0,PASS,PASS,271,48,9,1.0,0.16666666666666666,0.41666666666666663,0.027777777777777776,0.027777777777777776,991
POST_IB_PRE_OB,186,9,1.0,5.0,0.8107115799289002,0.043010752688172116,0.1881720430107527,0.0,0.9287028445940592,0.0,0.0,1,1,0.5789473684210527,PASS,PASS,9153,48,9,1.0,0.26881720430107525,0.6129032258064516,0.005376344086021506,0.005376344086021506,991
POST_OB_PRE_TO,15,9,1.0,5.0,0.9565217391304349,0.0,0.06666666666666665,0.0,0.9888059701492539,0.0,0.0,1,1,0.5,PASS,PASS,97,84,9,1.0,0.2833333333333334,0.7000000000000001,0.06666666666666667,0.06666666666666667,991
PRE_IB,52,11,1.0,5.0,0.7205770690964314,0.11538461538461536,0.3038461538461538,0.11538461538461539,0.8449844130332667,0.11538461538461539,0.0,1,1,1.0,PASS,PASS,774,59,11,1.0,0.22115384615384626,0.5115384615384617,0.019230769230769232,0.019230769230769232,992
POST_IB_PRE_OB,296,11,1.0,5.0,0.8629383451753381,0.023648648648648685,0.125,0.016891891891891893,0.9527400857411893,0.016891891891891893,0.0,1,1,0.9333333333333333,PASS,PASS,30360,59,11,1.0,0.24155405405405406,0.531418918918919,0.0033783783783783786,0.0033783783783783786,992
POST_OB_PRE_TO,16,11,1.0,5.0,0.9816513761467889,0.0,0.03125,0.0,0.9969650986342944,0.0,0.0,1,1,0.5,PASS,PASS,115,88,11,1.0,0.3125,0.65625,0.0625,0.0625,992
PRE_IB,51,10,1.0,5.0,0.8465189873417721,0.05882352941176472,0.13725490196078427,0.0784313725490196,0.9247521166296918,0.0784313725490196,0.0,1,1,0.8333333333333334,PASS,PASS,576,54,10,1.0,0.3137254901960784,0.5784313725490196,0.0196078431372549,0.0196078431372549,993
POST_IB_PRE_OB,362,10,1.0,5.0,0.8590447559741096,0.03038674033149169,0.14088397790055252,0.03314917127071823,0.9484151437880721,0.0,0.03314917127071823,1,3,0.8378378378378378,PASS,PASS,42905,54,10,1.0,0.2928176795580111,0.6564917127071828,0.0027624309392265192,0.008287292817679558,993
POST_OB_PRE_TO,18,10,1.0,5.0,0.9305555555555555,0.0,0.07222222222222226,0.0,0.974947807933194,0.0,0.0,3,3,1.0,PASS,PASS,135,86,10,1.0,0.33333333333333337,0.6527777777777778,0.16666666666666666,0.16666666666666666,993
PRE_IB,90,9,1.0,5.0,0.8643637287274575,0.04444444444444445,0.07777777777777778,0.044444444444444446,0.9018575723876602,0.044444444444444446,0.0,1,1,1.0,PASS,PASS,1373,61,9,1.0,0.3888888888888889,0.4666666666666667,0.011111111111111112,0.011111111111111112,994
POST_IB_PRE_OB,382,9,1.0,5.0,0.9260964882043928,0.0,0.1387434554973822,0.0,0.980009491815435,0.0,0.0,1,1,0.8461538461538461,PASS,PASS,38672,61,9,1.0,0.2801047120418848,0.47382198952879573,0.002617801047120419,0.002617801047120419,994
POST_OB_PRE_TO,15,9,1.0,5.0,0.9578947368421054,0.0,0.06666666666666665,0.0,0.9889908256880733,0.0,0.0,1,1,0.5,PASS,PASS,97,84,9,1.0,0.3666666666666667,0.6333333333333334,0.06666666666666667,0.06666666666666667,994
PRE_IB,57,11,1.0,5.0,0.6768837803320562,0.17543859649122806,0.2807017543859649,0.05263157894736842,0.7995195741089398,0.017543859649122806,0.03508771929824561,1,1,0.6666666666666666,PASS,PASS,1142,71,10,0.9090909090909091,0.2894736842105263,0.6666666666666667,0.017543859649122806,0.017543859649122806,995
POST_IB_PRE_OB,332,11,1.0,5.0,0.8691718350966802,0.015060240963855387,0.1171686746987953,0.03614457831325301,0.9476381895705314,0.018072289156626505,0.018072289156626505,1,1,0.5,PASS,PASS,44077,71,10,0.9090909090909091,0.338855421686747,0.6265060240963856,0.0030120481927710845,0.0030120481927710845,995
POST_OB_PRE_TO,15,11,1.0,5.0,1.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,1,1,1.0,PASS,PASS,98,85,11,1.0,0.33333333333333337,0.6666666666666667,0.06666666666666667,0.06666666666666667,995
PRE_IB,32,9,1.0,5.0,0.73109243697479,0.09375,0.1875,0.0,0.8935543278084713,0.0,0.0,3,3,0.25,PASS,PASS,191,45,9,1.0,0.1875,0.36250000000000004,0.09375,0.09375,996
POST_IB_PRE_OB,260,9,1.0,5.0,0.7763012841521915,0.07115384615384616,0.22307692307692306,0.019230769230769232,0.9100561253055484,0.0,0.019230769230769232,3,3,0.5384615384615384,PASS,PASS,15011,45,9,1.0,0.19615384615384618,0.5538461538461538,0.011538461538461539,0.011538461538461539,996
POST_OB_PRE_TO,19,9,1.0,5.0,0.9235668789808917,0.0,0.11578947368421047,0.0,0.9732142857142857,0.0,0.0,2,2,1.0,PASS,PASS,147,84,9,1.0,0.2894736842105263,0.6578947368421053,0.10526315789473684,0.10526315789473684,996
PRE_IB,40,11,1.0,5.0,0.7662337662337662,0.037500000000000006,0.3,0.125,0.8786854460093896,0.025,0.1,1,1,1.0,PASS,PASS,401,67,11,1.0,0.2125,0.43499999999999994,0.025,0.025,997
POST_IB_PRE_OB,259,11,1.0,5.0,0.8217667505693396,0.030888030888030882,0.19305019305019303,0.04633204633204633,0.9285435289152679,0.023166023166023165,0.023166023166023165,1,2,0.9615384615384616,PASS,PASS,22620,67,11,1.0,0.27606177606177607,0.5888030888030888,0.003861003861003861,0.007722007722007722,997
POST_OB_PRE_TO,16,11,1.0,5.0,0.9487179487179486,0.0,0.09375,0.0,0.9852289512555392,0.0,0.0,1,1,0.5,PASS,PASS,115,88,11,1.0,0.3125,0.6656249999999999,0.0625,0.0625,997
PRE_IB,58,12,1.0,5.0,0.8382978723404255,0.06896551724137925,0.13793103448275867,0.017241379310344827,0.9301559952001477,0.017241379310344827,0.0,2,2,1.0,PASS,PASS,752,63,12,1.0,0.1982758620689655,0.4775862068965518,0.034482758620689655,0.034482758620689655,998
POST_IB_PRE_OB,314,12,1.0,5.0,0.89299020705662,0.01273885350318471,0.1082802547770701,0.0,0.9698359290830366,0.0,0.0,2,2,0.875,PASS,PASS,30886,63,12,1.0,0.24522292993630573,0.5200636942675161,0.006369426751592357,0.006369426751592357,998
POST_OB_PRE_TO,17,12,1.0,5.0,0.9083969465648853,0.0,0.11764705882352944,0.0,0.9629629629629629,0.0,0.0,2,1,0.5,PASS,PASS,128,89,12,1.0,0.29411764705882354,0.623529411764706,0.11764705882352941,0.058823529411764705,998
PRE_IB,69,9,1.0,5.0,0.8816925734024179,0.04347826086956519,0.07246376811594207,0.043478260869565216,0.9262630693865613,0.043478260869565216,0.0,1,1,0.8571428571428571,PASS,PASS,907,61,9,1.0,0.30434782608695654,0.6666666666666666,0.014492753623188406,0.014492753623188406,999
