stage,n_nodes,n_episodes,support_coverage,caliper_minutes,kendall_tau_b,median_rank_displacement,p90_rank_displacement,share_rank_displacement_ge_030,spearman_rho,share_signed_ge_030,share_signed_le_minus030,delay_boundary_tie_count,consequence_boundary_tie_count,top10_overlap,status,heterogeneity_status,candidate_pairs,balanced_episode_pairs,matched_episodes,match_coverage,median_consequence_priority_percentile_gap,p90_consequence_priority_percentile_gap,delay_boundary_tie_fraction,consequence_boundary_tie_fraction,replicate
POST_IB_PRE_OB,345,10,1.0,5.0,0.9782796244607967,0.0,0.03768115942028982,0.0,0.9969647491826653,0.0,0.0,1,1,0.9714285714285714,PASS,PASS,24622,47,10,1.0,0.3289855072463768,0.6585507246376812,0.002898550724637681,0.002898550724637681,107
POST_OB_PRE_TO,16,10,1.0,5.0,0.9074074074074074,0.0,0.125,0.0,0.9665653495440728,0.0,0.0,1,1,0.5,PASS,PASS,113,86,10,1.0,0.3125,0.65625,0.0625,0.0625,107
PRE_IB,57,9,1.0,5.0,0.8606713109563013,0.07017543859649122,0.10175438596491226,0.05263157894736842,0.9366345623763663,0.05263157894736842,0.0,2,2,1.0,PASS,PASS,479,41,9,1.0,0.15789473684210525,0.4035087719298246,0.03508771929824561,0.03508771929824561,108
POST_IB_PRE_OB,292,9,1.0,5.0,0.8720861576249972,0.020547945205479423,0.09931506849315064,0.05821917808219178,0.9344816923791412,0.0,0.05821917808219178,2,2,0.7333333333333333,PASS,PASS,18634,41,9,1.0,0.21575342465753425,0.5325342465753424,0.00684931506849315,0.00684931506849315,108
POST_OB_PRE_TO,19,9,1.0,5.0,0.8205128205128205,0.0,0.22105263157894733,0.0,0.9088471849865951,0.0,0.0,3,3,1.0,PASS,PASS,148,85,9,1.0,0.3684210526315789,0.736842105263158,0.15789473684210525,0.15789473684210525,108
PRE_IB,54,8,1.0,5.0,0.604551920341394,0.12962962962962965,0.35185185185185186,0.16666666666666666,0.7460099274532265,0.09259259259259259,0.07407407407407407,2,5,0.8333333333333334,PASS,PASS,921,68,8,1.0,0.16666666666666666,0.6564814814814817,0.037037037037037035,0.09259259259259259,109
POST_IB_PRE_OB,415,8,1.0,5.0,0.8265720199740384,0.04337349397590362,0.1879518072289157,0.043373493975903614,0.9159217911332905,0.0,0.043373493975903614,5,5,0.6904761904761905,PASS,PASS,55117,68,8,1.0,0.3,0.5939759036144578,0.012048192771084338,0.012048192771084338,109
POST_OB_PRE_TO,20,8,1.0,5.0,0.9397590361445781,0.0,0.050000000000000044,0.0,0.9766536964980548,0.0,0.0,5,5,1.0,PASS,PASS,142,79,8,1.0,0.375,0.675,0.25,0.25,109
PRE_IB,39,9,1.0,5.0,0.7174825174825175,0.1282051282051282,0.2051282051282051,0.02564102564102564,0.8781230956733698,0.02564102564102564,0.0,3,3,0.75,PASS,PASS,353,62,9,1.0,0.21794871794871795,0.4358974358974359,0.07692307692307693,0.07692307692307693,110
POST_IB_PRE_OB,248,9,1.0,5.0,0.8106931211734275,0.04032258064516127,0.20161290322580644,0.020161290322580645,0.929655017771335,0.020161290322580645,0.0,3,3,0.84,PASS,PASS,16752,62,9,1.0,0.2842741935483871,0.467741935483871,0.012096774193548387,0.012096774193548387,110
POST_OB_PRE_TO,18,9,1.0,5.0,0.9571428571428572,0.0,0.05555555555555558,0.0,0.9873684210526316,0.0,0.0,3,1,0.5,PASS,PASS,133,84,9,1.0,0.3055555555555556,0.611111111111111,0.16666666666666666,0.05555555555555555,110
PRE_IB,44,9,1.0,5.0,0.8881720430107527,0.022727272727272707,0.15454545454545474,0.0,0.9626075913644702,0.0,0.0,2,2,1.0,PASS,PASS,367,54,9,1.0,0.21590909090909088,0.37159090909090914,0.045454545454545456,0.045454545454545456,111
POST_IB_PRE_OB,219,9,1.0,5.0,0.8385510778669579,0.0273972602739726,0.1707762557077627,0.0319634703196347,0.9285161779777498,0.0273972602739726,0.0045662100456621,1,1,0.9545454545454546,PASS,PASS,13870,54,9,1.0,0.2899543378995434,0.4703196347031964,0.0045662100456621,0.0045662100456621,111
POST_OB_PRE_TO,16,9,1.0,5.0,0.9130434782608696,0.0,0.125,0.0,0.9674074074074073,0.0,0.0,1,1,0.5,PASS,PASS,113,86,9,1.0,0.34375,0.640625,0.0625,0.0625,111
PRE_IB,50,9,1.0,5.0,0.9075907590759075,0.0,0.06200000000000003,0.06,0.9502162421912541,0.06,0.0,2,2,1.0,PASS,PASS,491,45,9,1.0,0.16999999999999998,0.47,0.04,0.04,112
POST_IB_PRE_OB,254,9,1.0,5.0,0.9072740311165155,0.011811023622047334,0.1220472440944882,0.0,0.9752089295600543,0.0,0.0,3,3,1.0,PASS,PASS,20716,45,9,1.0,0.3090551181102362,0.5275590551181102,0.011811023622047244,0.011811023622047244,112
POST_OB_PRE_TO,14,9,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,PASS,PASS,85,85,9,1.0,0.35714285714285715,0.6428571428571429,0.14285714285714285,0.14285714285714285,112
PRE_IB,41,8,1.0,5.0,0.798234552332913,0.07317073170731714,0.14634146341463417,0.0,0.9353372946522195,0.0,0.0,3,3,0.6,PASS,PASS,361,51,8,1.0,0.25609756097560976,0.39024390243902435,0.07317073170731707,0.07317073170731707,113
POST_IB_PRE_OB,270,8,1.0,5.0,0.878742556432627,0.02222222222222224,0.12222222222222223,0.018518518518518517,0.9572248431867201,0.0,0.018518518518518517,3,3,0.8518518518518519,PASS,PASS,16002,51,8,1.0,0.30000000000000004,0.6314814814814815,0.011111111111111112,0.011111111111111112,113
POST_OB_PRE_TO,20,8,1.0,5.0,0.8965517241379309,0.0,0.15000000000000002,0.0,0.9587471352177234,0.0,0.0,3,3,1.0,PASS,PASS,157,82,8,1.0,0.30000000000000004,0.7200000000000004,0.15,0.15,113
PRE_IB,56,9,1.0,5.0,0.8421052631578949,0.0535714285714286,0.1071428571428571,0.05357142857142857,0.9441765007696253,0.05357142857142857,0.0,3,3,0.5,PASS,PASS,647,52,9,1.0,0.1696428571428571,0.4044642857142857,0.05357142857142857,0.05357142857142857,114
POST_IB_PRE_OB,226,9,1.0,5.0,0.9313392786678242,0.017699115044247704,0.07964601769911503,0.0,0.9870615468027361,0.0,0.0,3,3,0.6521739130434783,PASS,PASS,12452,52,9,1.0,0.1880530973451327,0.3407079646017699,0.01327433628318584,0.01327433628318584,114
POST_OB_PRE_TO,17,9,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3,1.0,PASS,PASS,118,85,9,1.0,0.32352941176470584,0.7058823529411764,0.17647058823529413,0.17647058823529413,114
PRE_IB,58,9,1.0,5.0,0.7874692874692873,0.051724137931034475,0.1896551724137931,0.017241379310344827,0.9063924128587266,0.017241379310344827,0.0,3,3,0.5,PASS,PASS,754,63,9,1.0,0.14655172413793105,0.33620689655172414,0.05172413793103448,0.05172413793103448,115
POST_IB_PRE_OB,365,9,1.0,5.0,0.8798612158696636,0.019178082191780854,0.126027397260274,0.005479452054794521,0.9662186573639463,0.005479452054794521,0.0,3,3,0.8378378378378378,PASS,PASS,36195,63,9,1.0,0.2438356164383561,0.5369863013698631,0.00821917808219178,0.00821917808219178,115
POST_OB_PRE_TO,18,9,1.0,5.0,0.9571428571428572,0.0,0.05555555555555558,0.0,0.9873684210526316,0.0,0.0,3,1,0.5,PASS,PASS,133,84,9,1.0,0.3055555555555556,0.611111111111111,0.16666666666666666,0.05555555555555555,115
PRE_IB,55,12,1.0,5.0,0.8782961460446248,0.018181818181818188,0.09090909090909091,0.03636363636363636,0.9429169372880135,0.03636363636363636,0.0,2,2,1.0,PASS,PASS,576,51,12,1.0,0.15454545454545454,0.44545454545454544,0.03636363636363636,0.03636363636363636,116
POST_IB_PRE_OB,311,12,1.0,5.0,0.882909619176092,0.012861736334405127,0.135048231511254,0.0,0.96511319889095,0.0,0.0,1,1,0.9375,PASS,PASS,31403,51,12,1.0,0.23633440514469453,0.5530546623794212,0.003215434083601286,0.003215434083601286,116
POST_OB_PRE_TO,16,12,1.0,5.0,0.9145299145299144,0.0,0.125,0.0,0.9675036927621861,0.0,0.0,1,1,0.5,PASS,PASS,116,89,12,1.0,0.3125,0.65625,0.0625,0.0625,116
PRE_IB,67,8,1.0,5.0,0.8952687184198438,0.02985074626865669,0.05970149253731344,0.029850746268656716,0.9384572375646482,0.029850746268656716,0.0,2,2,1.0,PASS,PASS,743,50,8,1.0,0.26119402985074625,0.4850746268656716,0.029850746268656716,0.029850746268656716,117
POST_IB_PRE_OB,274,8,1.0,5.0,0.8776737070932074,0.0,0.14963503649635035,0.0,0.9571730765191945,0.0,0.0,3,1,0.7142857142857143,PASS,PASS,21003,50,8,1.0,0.16970802919708033,0.47080291970802923,0.010948905109489052,0.0036496350364963502,117
POST_OB_PRE_TO,15,8,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,96,83,8,1.0,0.30000000000000004,0.6666666666666667,0.06666666666666667,0.06666666666666667,117
PRE_IB,64,9,1.0,5.0,0.8673366834170854,0.046875,0.078125,0.046875,0.9089638741896318,0.046875,0.0,3,1,0.7142857142857143,PASS,PASS,525,41,9,1.0,0.1015625,0.40625,0.046875,0.015625,118
POST_IB_PRE_OB,298,9,1.0,5.0,0.927935277721123,0.0,0.06711409395973156,0.0,0.977973521336635,0.0,0.0,1,3,0.9333333333333333,PASS,PASS,21485,41,9,1.0,0.2147651006711409,0.36241610738255037,0.003355704697986577,0.010067114093959731,118
POST_OB_PRE_TO,17,9,1.0,5.0,0.9349593495934959,0.0,0.08235294117647063,0.0,0.9798234552332913,0.0,0.0,2,2,1.0,PASS,PASS,124,85,9,1.0,0.32352941176470584,0.7352941176470588,0.11764705882352941,0.11764705882352941,118
PRE_IB,54,11,1.0,5.0,0.8439915671117356,0.03703703703703709,0.12962962962962965,0.05555555555555555,0.9194722995386434,0.05555555555555555,0.0,2,2,1.0,PASS,PASS,528,49,11,1.0,0.16666666666666666,0.5277777777777778,0.037037037037037035,0.037037037037037035,119
POST_IB_PRE_OB,390,11,1.0,5.0,0.8559036717233729,0.026923076923076883,0.16410256410256413,0.0,0.950653635462575,0.0,0.0,1,1,1.0,PASS,PASS,47071,49,11,1.0,0.2730769230769231,0.5900000000000003,0.002564102564102564,0.002564102564102564,119
POST_OB_PRE_TO,17,11,1.0,5.0,0.9083969465648853,0.0,0.11764705882352944,0.0,0.9630086313193589,0.0,0.0,2,2,1.0,PASS,PASS,127,88,11,1.0,0.30882352941176466,0.6470588235294118,0.11764705882352941,0.11764705882352941,119
PRE_IB,52,7,1.0,5.0,0.9612403100775195,0.0,0.01923076923076927,0.019230769230769232,0.9849347314359084,0.019230769230769232,0.0,3,3,1.0,PASS,PASS,418,44,6,0.8571428571428571,0.16346153846153844,0.3759615384615388,0.057692307692307696,0.057692307692307696,120
POST_IB_PRE_OB,236,7,1.0,5.0,0.9042228994340444,0.021186440677966045,0.1271186440677966,0.0,0.9704661230132315,0.0,0.0,3,3,1.0,PASS,PASS,16904,44,6,0.8571428571428571,0.3495762711864407,0.5635593220338988,0.012711864406779662,0.012711864406779662,120
POST_OB_PRE_TO,15,7,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,90,77,7,1.0,0.33333333333333337,0.6666666666666667,0.06666666666666667,0.06666666666666667,120
PRE_IB,25,10,1.0,5.0,0.9047619047619047,0.0,0.08800000000000013,0.04,0.9629772464327034,0.04,0.0,3,3,1.0,PASS,PASS,196,51,9,0.9,0.24000000000000002,0.48,0.12,0.12,121
POST_IB_PRE_OB,235,10,1.0,5.0,0.7850535363100007,0.046808510638297884,0.18723404255319154,0.02127659574468085,0.9135724784190107,0.02127659574468085,0.0,2,2,0.9166666666666666,PASS,PASS,20149,51,9,0.9,0.31276595744680846,0.6425531914893617,0.00851063829787234,0.00851063829787234,121
POST_OB_PRE_TO,15,10,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,99,86,10,1.0,0.31666666666666665,0.7000000000000001,0.06666666666666667,0.06666666666666667,121
PRE_IB,48,9,1.0,5.0,0.6383169203222919,0.125,0.33333333333333326,0.20833333333333334,0.7708140987345898,0.16666666666666666,0.041666666666666664,1,2,0.6,PASS,PASS,826,73,8,0.8888888888888888,0.16666666666666666,0.4791666666666667,0.020833333333333332,0.041666666666666664,122
POST_IB_PRE_OB,377,9,1.0,5.0,0.8183309063661939,0.037135278514588865,0.1803713527851459,0.04774535809018567,0.9295798889009949,0.015915119363395226,0.03183023872679045,2,2,0.868421052631579,PASS,PASS,53809,73,8,0.8888888888888888,0.3143236074270557,0.6339522546419099,0.005305039787798408,0.005305039787798408,122
POST_OB_PRE_TO,16,9,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,PASS,PASS,110,86,9,1.0,0.28125,0.625,0.125,0.125,122
PRE_IB,42,8,1.0,5.0,0.8305882352941176,0.0714285714285714,0.1809523809523808,0.07142857142857142,0.9023123732251522,0.07142857142857142,0.0,2,2,1.0,PASS,PASS,521,48,7,0.875,0.2142857142857143,0.5511904761904762,0.047619047619047616,0.047619047619047616,123
POST_IB_PRE_OB,427,8,1.0,5.0,0.8740581983693849,0.023419203747072626,0.1428571428571428,0.0,0.9660071582455662,0.0,0.0,1,1,0.8837209302325582,PASS,PASS,46047,48,7,0.875,0.4016393442622951,0.524238875878221,0.00234192037470726,0.00234192037470726,123
POST_OB_PRE_TO,14,8,1.0,5.0,1.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,2,2,1.0,PASS,PASS,81,81,8,1.0,0.3928571428571428,0.75,0.14285714285714285,0.14285714285714285,123
PRE_IB,37,8,1.0,5.0,0.8892307692307692,0.05405405405405406,0.10810810810810811,0.0,0.9738655262532668,0.0,0.0,1,1,1.0,PASS,PASS,249,45,8,1.0,0.20270270270270266,0.45945945945945943,0.02702702702702703,0.02702702702702703,124
POST_IB_PRE_OB,219,8,1.0,5.0,0.8416291496612951,0.0502283105022831,0.1598173515981735,0.0547945205479452,0.9321159534878938,0.0,0.0547945205479452,2,2,0.6363636363636364,PASS,PASS,11582,45,8,1.0,0.2465753424657534,0.641552511415525,0.0091324200913242,0.0091324200913242,124
POST_OB_PRE_TO,18,8,1.0,5.0,0.8888888888888888,0.0,0.16666666666666674,0.0,0.9541188738269029,0.0,0.0,2,2,1.0,PASS,PASS,136,84,8,1.0,0.3055555555555556,0.6944444444444444,0.1111111111111111,0.1111111111111111,124
PRE_IB,28,7,1.0,5.0,0.9118457300275482,0.0357142857142857,0.03571428571428581,0.03571428571428571,0.9581728123280131,0.03571428571428571,0.0,1,1,1.0,PASS,PASS,145,40,7,1.0,0.23214285714285712,0.47500000000000014,0.03571428571428571,0.03571428571428571,125
POST_IB_PRE_OB,172,7,1.0,5.0,0.638070439906811,0.125,0.30755813953488376,0.11046511627906977,0.7379682550166178,0.0872093023255814,0.023255813953488372,3,3,1.0,PASS,PASS,8744,40,7,1.0,0.2616279069767442,0.5116279069767442,0.01744186046511628,0.01744186046511628,125
POST_OB_PRE_TO,15,7,1.0,5.0,0.9999999999999998,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,93,80,7,1.0,0.3333333333333333,0.6,0.06666666666666667,0.06666666666666667,125
PRE_IB,48,9,1.0,5.0,0.9142091152815015,0.04166666666666663,0.0625,0.041666666666666664,0.9614423807972197,0.041666666666666664,0.0,1,1,0.8,PASS,PASS,688,74,9,1.0,0.20833333333333334,0.6697916666666669,0.020833333333333332,0.020833333333333332,126
POST_IB_PRE_OB,359,9,1.0,5.0,0.9113647704590819,0.01671309192200554,0.11420612813370468,0.0,0.97906103803895,0.0,0.0,3,3,0.8888888888888888,PASS,PASS,44463,74,9,1.0,0.32729805013927576,0.6754874651810585,0.008356545961002786,0.008356545961002786,126
POST_OB_PRE_TO,15,9,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,98,85,9,1.0,0.29999999999999993,0.6666666666666666,0.06666666666666667,0.06666666666666667,126
PRE_IB,68,7,1.0,5.0,0.8437359676695104,0.044117647058823595,0.25,0.0,0.9287407294135638,0.0,0.0,3,3,1.0,PASS,PASS,847,48,7,1.0,0.2058823529411765,0.3000000000000002,0.04411764705882353,0.04411764705882353,127
POST_IB_PRE_OB,332,7,1.0,5.0,0.9489437906585776,0.010542168674698801,0.039156626506024084,0.0,0.9876523857340652,0.0,0.0,3,3,1.0,PASS,PASS,29231,48,7,1.0,0.23042168674698793,0.46686746987951805,0.009036144578313253,0.009036144578313253,127
POST_OB_PRE_TO,17,7,1.0,5.0,0.9008264462809916,0.0,0.05882352941176472,0.058823529411764705,0.9471032745591939,0.058823529411764705,0.0,3,3,0.5,PASS,PASS,112,79,7,1.0,0.3529411764705882,0.6764705882352942,0.17647058823529413,0.17647058823529413,127
PRE_IB,38,10,1.0,5.0,0.8780841799709723,0.0394736842105263,0.10526315789473684,0.0,0.9662465753424657,0.0,0.0,2,2,1.0,PASS,PASS,219,48,10,1.0,0.19736842105263158,0.3026315789473684,0.05263157894736842,0.05263157894736842,128
POST_IB_PRE_OB,232,10,1.0,5.0,0.7627663551401869,0.06896551724137934,0.20689655172413793,0.0,0.9125236051914604,0.0,0.0,2,2,0.8333333333333334,PASS,PASS,13301,48,10,1.0,0.23060344827586204,0.47068965517241396,0.008620689655172414,0.008620689655172414,128
POST_OB_PRE_TO,17,10,1.0,5.0,0.8461538461538463,0.0,0.19999999999999996,0.0,0.9234567901234567,0.0,0.0,2,1,0.5,PASS,PASS,126,87,10,1.0,0.32352941176470584,0.6470588235294118,0.11764705882352941,0.058823529411764705,128
PRE_IB,40,8,1.0,5.0,0.8229854689564069,0.07499999999999996,0.15000000000000002,0.0,0.9382994732881867,0.0,0.0,3,3,0.5,PASS,PASS,312,51,8,1.0,0.23749999999999993,0.4,0.075,0.075,129
POST_IB_PRE_OB,208,8,1.0,5.0,0.7847876808212787,0.05288461538461542,0.1985576923076924,0.004807692307692308,0.9092545211703664,0.004807692307692308,0.0,3,3,0.6190476190476191,PASS,PASS,9916,51,8,1.0,0.23076923076923078,0.4975961538461539,0.014423076923076924,0.014423076923076924,129
POST_OB_PRE_TO,18,8,1.0,5.0,0.9568345323741009,0.0,0.05555555555555558,0.0,0.9873551106427821,0.0,0.0,3,1,0.5,PASS,PASS,133,84,8,1.0,0.3055555555555556,0.611111111111111,0.16666666666666666,0.05555555555555555,129
PRE_IB,45,9,1.0,5.0,0.8651685393258428,0.04444444444444445,0.11111111111111113,0.044444444444444446,0.9385183719242693,0.044444444444444446,0.0,1,1,1.0,PASS,PASS,301,33,9,1.0,0.13333333333333341,0.35333333333333333,0.022222222222222223,0.022222222222222223,130
POST_IB_PRE_OB,195,9,1.0,5.0,0.8824464702141191,0.041025641025641046,0.11897435897435894,0.0,0.9623935718661513,0.0,0.0,5,5,0.45,PASS,PASS,8543,33,9,1.0,0.1282051282051282,0.3046153846153847,0.02564102564102564,0.02564102564102564,130
POST_OB_PRE_TO,16,9,1.0,5.0,0.9387755102040817,0.0,0.09375,0.0,0.9839486356340292,0.0,0.0,1,1,0.5,PASS,PASS,107,80,9,1.0,0.34375,0.625,0.0625,0.0625,130
PRE_IB,69,8,1.0,5.0,0.7704634040710264,0.07246376811594202,0.14492753623188404,0.07246376811594203,0.8441259278218585,0.07246376811594203,0.0,3,1,0.8571428571428571,PASS,PASS,1485,83,8,1.0,0.2608695652173913,0.6231884057971016,0.043478260869565216,0.014492753623188406,131
POST_IB_PRE_OB,287,8,1.0,5.0,0.9362960790065513,0.0,0.09059233449477352,0.0,0.9839823746727298,0.0,0.0,3,3,0.8275862068965517,PASS,PASS,29582,83,8,1.0,0.23693379790940766,0.4651567944250871,0.010452961672473868,0.010452961672473868,131
POST_OB_PRE_TO,15,8,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,96,83,8,1.0,0.33333333333333337,0.6000000000000001,0.06666666666666667,0.06666666666666667,131
PRE_IB,33,8,1.0,5.0,0.9494163424124512,0.0,0.030303030303030387,0.0,0.9862623555034344,0.0,0.0,1,1,1.0,PASS,PASS,308,70,8,1.0,0.25757575757575757,0.48484848484848486,0.030303030303030304,0.030303030303030304,132
POST_IB_PRE_OB,366,8,1.0,5.0,0.8604539305576431,0.03825136612021862,0.15300546448087426,0.00546448087431694,0.9589889610988821,0.0,0.00546448087431694,2,2,0.918918918918919,PASS,PASS,36788,70,8,1.0,0.3770491803278688,0.6530054644808743,0.00546448087431694,0.00546448087431694,132
POST_OB_PRE_TO,15,8,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,97,84,8,1.0,0.3166666666666667,0.6333333333333334,0.06666666666666667,0.06666666666666667,132
PRE_IB,69,8,1.0,5.0,0.8660907127429807,0.04347826086956519,0.07246376811594202,0.043478260869565216,0.9231570673929336,0.043478260869565216,0.0,2,2,0.7142857142857143,PASS,PASS,844,49,8,1.0,0.13043478260869568,0.4057971014492754,0.028985507246376812,0.028985507246376812,133
POST_IB_PRE_OB,423,8,1.0,5.0,0.9135970181091488,0.009456264775413725,0.10307328605200952,0.0,0.9804961725008922,0.0,0.0,2,2,0.9767441860465116,PASS,PASS,52144,49,8,1.0,0.25531914893617025,0.6217494089834515,0.004728132387706856,0.004728132387706856,133
POST_OB_PRE_TO,17,8,1.0,5.0,0.9679999999999999,0.0,0.05882352941176472,0.0,0.9925093632958801,0.0,0.0,2,1,0.5,PASS,PASS,124,85,8,1.0,0.29411764705882354,0.6470588235294117,0.11764705882352941,0.058823529411764705,133
PRE_IB,53,8,1.0,5.0,0.8645066273932254,0.037735849056603765,0.1358490566037739,0.03773584905660377,0.9401009081735622,0.03773584905660377,0.0,2,2,1.0,PASS,PASS,511,50,8,1.0,0.13207547169811318,0.45283018867924524,0.03773584905660377,0.03773584905660377,134
POST_IB_PRE_OB,225,8,1.0,5.0,0.8770015135824106,0.01777777777777778,0.17155555555555554,0.0,0.9569121876157305,0.0,0.0,2,2,0.9565217391304348,PASS,PASS,12423,50,8,1.0,0.1422222222222222,0.36444444444444446,0.008888888888888889,0.008888888888888889,134
POST_OB_PRE_TO,17,8,1.0,5.0,0.903225806451613,0.0,0.11764705882352944,0.0,0.962453066332916,0.0,0.0,2,1,0.5,PASS,PASS,120,81,8,1.0,0.3529411764705882,0.6470588235294118,0.11764705882352941,0.058823529411764705,134
PRE_IB,65,8,1.0,5.0,0.9590443686006827,0.01538461538461533,0.015384615384615385,0.015384615384615385,0.9732785200411099,0.015384615384615385,0.0,2,2,1.0,PASS,PASS,818,48,8,1.0,0.3538461538461538,0.6923076923076923,0.03076923076923077,0.03076923076923077,135
POST_IB_PRE_OB,262,8,1.0,5.0,0.9657166338900467,0.0,0.07633587786259544,0.0,0.9935995494595282,0.0,0.0,2,2,0.9259259259259259,PASS,PASS,18312,48,8,1.0,0.3225190839694656,0.7099236641221374,0.007633587786259542,0.007633587786259542,135
POST_OB_PRE_TO,14,8,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,PASS,PASS,85,85,8,1.0,0.28571428571428575,0.7142857142857142,0.14285714285714285,0.14285714285714285,135
PRE_IB,41,8,1.0,5.0,0.9544303797468354,0.0,0.07317073170731714,0.0,0.9914320685434516,0.0,0.0,2,2,1.0,PASS,PASS,179,37,8,1.0,0.1951219512195122,0.23658536585365847,0.04878048780487805,0.04878048780487805,136
POST_IB_PRE_OB,249,8,1.0,5.0,0.92109375,0.016064257028112483,0.08835341365461846,0.0,0.984934490687836,0.0,0.0,2,2,0.84,PASS,PASS,12908,37,8,1.0,0.20481927710843373,0.44698795180722867,0.008032128514056224,0.008032128514056224,136
POST_OB_PRE_TO,16,8,1.0,5.0,0.8545454545454545,0.0,0.1875,0.0,0.9279279279279281,0.0,0.0,2,2,0.0,PASS,PASS,106,82,8,1.0,0.359375,0.71875,0.125,0.125,136
PRE_IB,49,10,1.0,5.0,0.9572649572649571,0.0,0.061224489795918324,0.0,0.9924466673471471,0.0,0.0,1,1,1.0,PASS,PASS,493,49,10,1.0,0.15306122448979587,0.5714285714285714,0.02040816326530612,0.02040816326530612,137
POST_IB_PRE_OB,209,10,1.0,5.0,0.9540865717051584,0.004784688995215336,0.052631578947368474,0.0,0.9934957938897532,0.0,0.0,1,2,0.7142857142857143,PASS,PASS,11825,49,10,1.0,0.1913875598086125,0.5239234449760766,0.004784688995215311,0.009569377990430622,137
POST_OB_PRE_TO,15,10,1.0,5.0,0.9583333333333335,0.0,0.06666666666666665,0.0,0.9890310786106034,0.0,0.0,1,1,0.5,PASS,PASS,100,87,10,1.0,0.30000000000000004,0.646666666666667,0.06666666666666667,0.06666666666666667,137
PRE_IB,37,9,1.0,5.0,0.9202453987730062,0.02702702702702703,0.08108108108108109,0.0,0.9836104513064133,0.0,0.0,2,2,1.0,PASS,PASS,214,42,9,1.0,0.17567567567567569,0.33783783783783783,0.05405405405405406,0.05405405405405406,138
POST_IB_PRE_OB,204,9,1.0,5.0,0.8111121884999516,0.05392156862745098,0.17647058823529416,0.058823529411764705,0.9117145643968845,0.0,0.058823529411764705,2,1,0.7619047619047619,PASS,PASS,10146,42,9,1.0,0.2181372549019608,0.5237745098039215,0.00980392156862745,0.004901960784313725,138
POST_OB_PRE_TO,17,9,1.0,5.0,0.9069767441860466,0.0,0.11764705882352944,0.0,0.9628712871287128,0.0,0.0,2,2,1.0,PASS,PASS,124,85,9,1.0,0.32352941176470584,0.6764705882352942,0.11764705882352941,0.11764705882352941,138
