dataset_instance_id,adapter_id,source_family,raw_column,required,projected,canonicalizer_accessed,rule_ids,primary_rule_ids,status,findings,pre_bypass_locations
data2_2019,D2-ONTIME,bts_ontime,ArrTime,False,True,True,"[""D2-BTS-ACTUAL"", ""D2-CHAIN-GATE-GAP"", ""D2-LABEL-R-IB"", ""D2-TURNAROUND-REFERENCE""]","[""D2-BTS-ACTUAL""]",COVERED,[],[]
data2_2019,D2-ONTIME,bts_ontime,CRSArrTime,True,True,True,"[""D2-BTS-SCHEDULE"", ""D2-CHAIN-GATE-GAP"", ""D2-DOWNSTREAM-EXPOSURE""]","[""D2-BTS-SCHEDULE""]",COVERED,[],[]
data2_2019,D2-ONTIME,bts_ontime,CRSDepTime,True,True,True,"[""D2-BTS-SCHEDULE"", ""D2-CHAIN-GATE-GAP"", ""D2-DOWNSTREAM-EXPOSURE"", ""D2-LABEL-DELTA-OB""]","[""D2-BTS-SCHEDULE""]",COVERED,[],[]
data2_2019,D2-ONTIME,bts_ontime,Cancelled,False,True,True,[],[],MISSING,"[""REGISTRY_MAPPING_MISSING""]",[]
data2_2019,D2-ONTIME,bts_ontime,DepDelayMinutes,False,True,True,"[""D2-BTS-ACTUAL""]","[""D2-BTS-ACTUAL""]",COVERED,[],[]
data2_2019,D2-ONTIME,bts_ontime,DepTime,False,True,True,"[""D2-BTS-ACTUAL"", ""D2-CHAIN-GATE-GAP"", ""D2-LABEL-DELTA-OB"", ""D2-LABEL-R-IB"", ""D2-TURNAROUND-REFERENCE""]","[""D2-BTS-ACTUAL""]",COVERED,[],[]
data2_2019,D2-ONTIME,bts_ontime,Dest,True,True,True,"[""D2-BTS-SCHEDULE"", ""D2-CHAIN-GATE-GAP"", ""D2-DOWNSTREAM-EXPOSURE""]","[""D2-BTS-SCHEDULE""]",COVERED,[],[]
data2_2019,D2-ONTIME,bts_ontime,Diverted,False,True,True,[],[],MISSING,"[""REGISTRY_MAPPING_MISSING""]",[]
data2_2019,D2-ONTIME,bts_ontime,FlightDate,True,True,True,"[""D2-BTS-SCHEDULE"", ""D2-CHAIN-GATE-GAP"", ""D2-TEMPORAL-SPLIT""]","[""D2-BTS-SCHEDULE""]",COVERED,[],[]
data2_2019,D2-ONTIME,bts_ontime,Flight_Number_Reporting_Airline,True,True,True,[],[],MISSING,"[""REGISTRY_MAPPING_MISSING""]",[]
data2_2019,D2-ONTIME,bts_ontime,Origin,True,True,True,"[""D2-BTS-SCHEDULE"", ""D2-CHAIN-GATE-GAP"", ""D2-DOWNSTREAM-EXPOSURE""]","[""D2-BTS-SCHEDULE""]",COVERED,[],[]
data2_2019,D2-ONTIME,bts_ontime,Reporting_Airline,True,True,True,[],[],MISSING,"[""REGISTRY_MAPPING_MISSING""]",[]
data2_2019,D2-ONTIME,bts_ontime,Tail_Number,True,True,True,"[""D2-CHAIN-GATE-GAP"", ""D2-DOWNSTREAM-EXPOSURE""]",[],SEMANTIC_CONFLICT,"[""PRIMARY_CANONICALIZER_RULE_OMITS_USED_COLUMN""]",[]
data2_2019,D2-ONTIME,bts_ontime,TaxiIn,False,True,True,"[""D2-BTS-ACTUAL""]","[""D2-BTS-ACTUAL""]",COVERED,[],[]
data2_2019,D2-ONTIME,bts_ontime,TaxiOut,False,True,True,"[""D2-BTS-ACTUAL"", ""D2-LABEL-T-TX"", ""D2-TAXI-REFERENCE""]","[""D2-BTS-ACTUAL""]",COVERED,[],[]
data2_2019,D2-ONTIME,bts_ontime,WheelsOff,False,True,True,"[""D2-BTS-ACTUAL""]","[""D2-BTS-ACTUAL""]",COVERED,[],[]
data2_2019,D2-ONTIME,bts_ontime,WheelsOn,False,True,True,"[""D2-BTS-ACTUAL""]","[""D2-BTS-ACTUAL""]",COVERED,[],[]
data2_2019,D2-ONTIME,bts_ontime,decision_time,False,False,False,"[""D2-M1-TRAINING-COVERAGE""]",[],SEMANTIC_CONFLICT,"[""REGISTRY_COLUMN_NOT_DECLARED_BY_SOURCE_ADAPTER""]",[]
data2_2019,D2-ONTIME,bts_ontime,node_index,False,False,False,"[""D2-M1-TRAINING-COVERAGE""]",[],SEMANTIC_CONFLICT,"[""REGISTRY_COLUMN_NOT_DECLARED_BY_SOURCE_ADAPTER""]",[]
data2_2019,D2-ONTIME,bts_ontime,operational_stage,False,False,False,"[""D2-M1-TRAINING-COVERAGE""]",[],SEMANTIC_CONFLICT,"[""REGISTRY_COLUMN_NOT_DECLARED_BY_SOURCE_ADAPTER""]",[]
data2_2019,D2-T100,bts_t100,AIRCRAFT_TYPE,False,True,False,"[""D2-T100"", ""D2-T100-CLASS""]","[""D2-T100""]",COVERED,[],[]
data2_2019,D2-T100,bts_t100,CLASS,False,False,True,"[""D2-T100-CLASS""]",[],SEMANTIC_CONFLICT,"[""REGISTRY_COLUMN_NOT_DECLARED_BY_SOURCE_ADAPTER""]",[]
data2_2019,D2-T100,bts_t100,DEST,False,True,True,[],[],MISSING,"[""REGISTRY_MAPPING_MISSING""]",[]
data2_2019,D2-T100,bts_t100,MONTH,False,True,True,[],[],MISSING,"[""REGISTRY_MAPPING_MISSING""]",[]
data2_2019,D2-T100,bts_t100,ORIGIN,False,True,True,[],[],MISSING,"[""REGISTRY_MAPPING_MISSING""]",[]
data2_2019,D2-T100,bts_t100,PASSENGERS,True,True,True,"[""D2-T100"", ""D2-T100-CLASS""]","[""D2-T100""]",COVERED,[],[]
data2_2019,D2-T100,bts_t100,SEATS,True,True,True,"[""D2-T100"", ""D2-T100-CLASS""]","[""D2-T100""]",COVERED,[],[]
data2_2019,D2-T100,bts_t100,YEAR,False,True,True,[],[],MISSING,"[""REGISTRY_MAPPING_MISSING""]",[]
data2_2019,D2-TIMEZONE,timezone_reference,iata,True,True,True,"[""D2-TIMEZONE""]","[""D2-TIMEZONE""]",PRE_BYPASS,"[""RAW_COLUMN_ACCESSED_DOWNSTREAM_OF_PRE""]","[{""line"": 125, ""path"": ""model/M2/freeze.py"", ""raw_column"": ""iata""}]"
data2_2019,D2-TIMEZONE,timezone_reference,ident,True,True,True,"[""D2-TIMEZONE""]","[""D2-TIMEZONE""]",COVERED,[],[]
data2_2019,D2-TIMEZONE,timezone_reference,lat,False,True,True,[],[],MISSING,"[""REGISTRY_MAPPING_MISSING""]",[]
data2_2019,D2-TIMEZONE,timezone_reference,lon,False,True,True,[],[],MISSING,"[""REGISTRY_MAPPING_MISSING""]",[]
data2_2019,D2-TIMEZONE,timezone_reference,timezone,True,True,True,"[""D2-TIMEZONE""]","[""D2-TIMEZONE""]",PRE_BYPASS,"[""RAW_COLUMN_ACCESSED_DOWNSTREAM_OF_PRE""]","[{""line"": 125, ""path"": ""model/M2/freeze.py"", ""raw_column"": ""timezone""}]"
