replicate,caliper_minutes,support_status,unique_episode_pairs,median_priority_separation,share_priority_separation_ge_030,median_component_gap_F_continuity,median_component_gap_F_execution,median_component_gap_F_propagation,median_component_gap_P_time,median_component_gap_P_itinerary,median_component_gap_P_service,median_component_gap_R_operating
28,5.0,SUPPORTED,5989,0.2023026315789474,0.3302721656370012,0.0,0.10901275586494352,0.22896551221599087,0.25986054748097687,0.029246985489692755,0.0,0.12531627478310842
29,5.0,SUPPORTED,6088,0.22414806110458285,0.3748357424441524,0.0,0.11450067945920367,0.20978928992553844,0.23950554699298476,0.03231106042323794,0.0005842151220073529,0.15032679382129568
30,5.0,SUPPORTED,6137,0.21514958625079567,0.32589212970506765,0.0,0.09951454833721719,0.20283392933721006,0.22079767148550852,0.025363384152878025,0.0,0.12466650404821858
31,5.0,SUPPORTED,6323,0.23098591549295774,0.3809900363751384,0.0,0.12256223384482674,0.23361837530865168,0.2538628359173995,0.03751795258021619,0.005986102183314105,0.12001988340904927
32,5.0,SUPPORTED,6314,0.23176661264181525,0.37899904973075704,0.0,0.10733798589391129,0.20888032703660428,0.2346906893752132,0.031570736517033876,0.0,0.13363854343042475
33,5.0,SUPPORTED,6306,0.23773802654356607,0.38947034570250555,0.0,0.11814096973359803,0.22208331804649806,0.2377653451438975,0.03007708418017107,0.0,0.1648892116034404
34,5.0,SUPPORTED,6290,0.21219758064516128,0.3564387917329094,0.0,0.11174252632019277,0.19866029904658583,0.27634961534059427,0.03780939818841132,0.00025362052875823465,0.18041784804081545
35,5.0,SUPPORTED,6319,0.23232323232323232,0.3737933217281215,0.0,0.11723690113884752,0.23535310097392728,0.23111734790552738,0.03384938201924292,0.0015152079850219886,0.12202355856527289
36,5.0,SUPPORTED,6708,0.22770448548812672,0.3638938580799046,0.0,0.12064830083117539,0.21930099027692454,0.23063096535430366,0.045530525755688035,0.0007232673052865318,0.0989307030569762
37,5.0,SUPPORTED,6461,0.22705820660723647,0.3629469122426869,0.0,0.10901275586494352,0.23310826295190973,0.2340073296127816,0.02112171862665206,0.0,0.1220667567104101
38,5.0,SUPPORTED,6475,0.2276861853325753,0.36602316602316604,0.0,0.12214489972338388,0.2380350270771675,0.258113136369492,0.046716638793234726,0.00424265170753871,0.13317540374118836
39,5.0,SUPPORTED,6420,0.23380160550458717,0.3808411214953271,0.0,0.10517033941587788,0.21132365155401225,0.21172916952792592,0.02080861064108113,0.0,0.1646174795946665
40,5.0,SUPPORTED,6299,0.22867001254705144,0.37704397523416416,0.0,0.1275297548921357,0.23746773975323965,0.24515264456884456,0.046058890846395695,0.0010648732380598956,0.13093636533594918
41,5.0,SUPPORTED,6634,0.2609223300970873,0.4413626771178776,0.0,0.11243982938088652,0.20173607482574873,0.20532928935702432,0.034089326663716155,0.0,0.15250904356331568
42,5.0,SUPPORTED,6260,0.21799080761654627,0.35335463258785943,0.0,0.11249583823989862,0.23402591090419186,0.2483781948415365,0.027566511923104227,0.0,0.14739423891870204
43,5.0,SUPPORTED,6218,0.2171700590938936,0.36732068189128336,0.0,0.11587275415474489,0.23366758717632163,0.23293266594073195,0.029638464296355138,0.0021783301738811317,0.18423761646880896
44,5.0,SUPPORTED,6006,0.21892497200447925,0.35797535797535796,0.0,0.10976250461817802,0.2192137387572998,0.2273169247907958,0.016850887546339333,0.0,0.14359935021053813
45,5.0,SUPPORTED,6088,0.21012870733072186,0.335742444152431,0.0,0.11623589831459175,0.23131170791955188,0.21889428161179175,0.02475931644218917,0.0,0.16286058610130572
46,5.0,SUPPORTED,6286,0.24226334951456313,0.40343620744511616,0.0,0.1071870476691779,0.23059274396873647,0.21694887298121548,0.03007708418017107,0.0,0.15671093029086475
47,5.0,SUPPORTED,6407,0.23296645702306074,0.37349773685031995,0.0,0.11261239406688697,0.23255235484196576,0.2518347098341006,0.029675988434281465,0.0,0.1250864703651533
48,5.0,SUPPORTED,6249,0.22559012875536477,0.3754200672107537,0.0,0.09964343399896361,0.23771330052691464,0.23490025158001002,0.021056991095503505,0.0,0.1640661340571341
49,5.0,SUPPORTED,6291,0.2288367012561442,0.36941662692735655,0.0,0.11559035186313421,0.22891690186070635,0.2639827026692277,0.042300747792184866,0.0,0.11096050302086927
50,5.0,SUPPORTED,6013,0.23465507876154262,0.37651754531847664,0.0,0.08893835286262135,0.22677793927723536,0.21522095102156052,0.017627479139286875,0.0,0.12458504810929298
51,5.0,SUPPORTED,6285,0.20697811945594324,0.3387430389817025,0.0,0.1134225763483247,0.2478987102038446,0.242269562839514,0.03834262693648768,0.0,0.12169280424714088
52,5.0,SUPPORTED,6045,0.2359400107123728,0.3798180314309347,0.0,0.11228367516449178,0.22120920614213332,0.22465509907767112,0.027657536348926166,0.00021117140245376087,0.16041461126794823
53,5.0,SUPPORTED,6320,0.2046575342465754,0.3251582278481013,0.0,0.12426524172427461,0.23614811369320696,0.2908218572906818,0.030031186658394812,0.0037141638424348705,0.1675225539132953
54,5.0,SUPPORTED,6707,0.21017222820236808,0.33621589384225437,0.0,0.11174252632019277,0.2146768844570034,0.19211109042009722,0.03007708418017107,0.0,0.12109937965869903
55,5.0,SUPPORTED,6475,0.22081352350765981,0.3553667953667954,0.0,0.11923607977617814,0.2532068254899823,0.22465509907767112,0.026309576018155215,0.0,0.18300446011890575
56,5.0,SUPPORTED,6327,0.2118547929665343,0.3306464359095938,0.0,0.11841683102401847,0.23413880495059258,0.22620931412727063,0.03877112520167946,0.0,0.12109937965869903
57,5.0,SUPPORTED,6430,0.23820191158900839,0.4010886469673406,0.0,0.1153857214024361,0.2438498435076326,0.27289114112132734,0.025363384152878025,0.0020054266144740257,0.17942860495531937
58,5.0,SUPPORTED,6789,0.234375,0.3741346295477979,0.0,0.10858756185200899,0.23070445467717382,0.26173170261792134,0.021940083420690315,0.0,0.18578044837340713
59,5.0,SUPPORTED,6571,0.24104401228249747,0.392482118399026,0.0,0.1033931829254417,0.21898580930428588,0.2227272609335659,0.02475931644218917,0.0,0.14233773832675073
60,5.0,SUPPORTED,6421,0.2601553166069295,0.4215854228313347,0.0,0.12458746806677322,0.23186961639107162,0.2155153863642842,0.02785088066681817,0.0,0.16973814761691364
61,5.0,SUPPORTED,6166,0.23672187321530558,0.3939344794031787,0.0,0.11387225033660581,0.22828871697810685,0.22017564278705082,0.026309126522440426,0.0,0.17845306788804016
62,5.0,SUPPORTED,6122,0.20800722456351595,0.3162365240117609,0.0,0.11150467594812591,0.2330224493274473,0.21954095963707948,0.030002319662826273,0.0006625460161416566,0.12928642828483133
63,5.0,SUPPORTED,6130,0.22648178357803153,0.36443719412724307,0.0,0.11167483983402177,0.2304552596827032,0.23289261566652691,0.021505556897737216,0.0,0.17797668442362924
64,5.0,SUPPORTED,6243,0.22927241962774958,0.3797853596027551,0.0,0.11794927602895425,0.23582087239483374,0.2406709759398407,0.029675988434281465,0.0,0.15748314172960814
65,5.0,SUPPORTED,6154,0.2186710459828196,0.352291192720182,0.0,0.12916885759328234,0.24158901848975506,0.23479547047761162,0.029993662520468485,0.004764370056750878,0.10992056080140174
66,5.0,SUPPORTED,6800,0.22916666666666669,0.37558823529411767,0.0,0.1077131528941476,0.222286230654653,0.2495572314331962,0.029675988434281465,0.0,0.12885723223444093
67,5.0,SUPPORTED,6376,0.2431449356463346,0.40919071518193223,0.0,0.11347595440562008,0.2312740805395152,0.28968702737533586,0.028495870076703705,0.0,0.11229588164856731
68,5.0,SUPPORTED,6454,0.22501411631846407,0.36488999070343975,0.0,0.11374282178311494,0.23312187418905067,0.2346530318142257,0.023759450213974718,0.0,0.18052553030806576
69,5.0,SUPPORTED,6681,0.22679127725856696,0.36970513396198174,0.0,0.11535988131814684,0.20484388519544147,0.23244648542570406,0.03233152062266874,0.0020054266144740257,0.12277600867673756
70,5.0,SUPPORTED,6487,0.2166469893742621,0.3522429474333282,0.0,0.1220746676700496,0.23771330052691464,0.2725696316748204,0.028503438950400254,0.004497738044204124,0.13635532872126876
71,5.0,SUPPORTED,6413,0.2402010050251256,0.3984094807422423,0.0,0.11316823140992746,0.22610405577843415,0.24877718784248376,0.0216024497446574,0.0,0.1683880232434917
72,5.0,SUPPORTED,6721,0.22213375796178342,0.35411397113524773,0.0,0.11530551392420688,0.23029402741267405,0.21306788486705805,0.03244687898189359,0.002959343127953061,0.15606931724760215
73,5.0,SUPPORTED,6525,0.22256728778467905,0.3731800766283525,0.0,0.10967533327553097,0.21855361911076399,0.1996418141400677,0.029675988434281465,0.0,0.12109937965869903
74,5.0,SUPPORTED,6095,0.22100225225225223,0.3527481542247744,0.0,0.10604249173775315,0.22176683254434232,0.24877718784248376,0.025363384152878025,0.0,0.15125051454052918
75,5.0,SUPPORTED,6468,0.22861842105263158,0.3685837971552257,0.0,0.12144466432287387,0.2392636448683334,0.266019355426901,0.0401606955163582,0.0,0.14725496672326688
76,5.0,SUPPORTED,6294,0.2296947749612002,0.38036224976167776,0.0,0.10391256843407073,0.21909443617987565,0.19919229085196138,0.022997415779595718,0.0,0.1675225539132953
77,5.0,SUPPORTED,6069,0.22459459459459458,0.3690888119953864,0.0,0.10883720643024011,0.22847657123202225,0.2555132358402673,0.025228174037147576,0.0007956178232004672,0.11183775566056645
78,5.0,SUPPORTED,6559,0.22862997658079626,0.37231285256898916,0.0,0.11346732100526646,0.21909443617987565,0.22915180450825046,0.03737527509553302,0.0009153467346805031,0.13868890684098006
79,5.0,SUPPORTED,6206,0.22886690647482016,0.3746374476313245,0.0,0.10859050773826028,0.23312187418905067,0.23461537425323817,0.027228151730688724,0.0,0.12703322002718753
80,5.0,SUPPORTED,6174,0.2244829886591061,0.37026239067055394,0.0,0.11912649572385459,0.2328570332029819,0.27569723247403277,0.03007708418017107,0.0,0.16289322694933012
81,5.0,SUPPORTED,6295,0.21995118974984745,0.35472597299444003,0.0,0.10361240962040891,0.231324970956296,0.2442744111975513,0.026207188086296837,0.0,0.11924129201789935
82,5.0,SUPPORTED,6508,0.22293729372937293,0.360479409956976,0.0,0.11173195324440983,0.222286230654653,0.2534223998386509,0.025363384152878025,0.0,0.16286058610130572
83,5.0,SUPPORTED,6311,0.21267605633802816,0.3397242909206148,0.0,0.11591624090915968,0.222286230654653,0.21091669100488172,0.025363384152878025,0.0,0.12402879162644465
84,5.0,SUPPORTED,6289,0.21396103896103896,0.3010017490857052,0.0,0.10780833983581564,0.2145455023798139,0.2001002467494895,0.03550481105653983,0.0,0.09656713996082544
85,5.0,SUPPORTED,6543,0.2274655355249205,0.37490447806816446,0.0,0.097334687657884,0.21117933997589117,0.274671709922951,0.028028799981417746,0.0,0.17942860495531937
86,5.0,SUPPORTED,6427,0.2278236914600551,0.36704527773455736,0.0,0.11338602120625128,0.24262244301241598,0.24112663981960905,0.030667667073226934,0.0,0.18707989195827399
87,5.0,SUPPORTED,5972,0.2002868068833652,0.3060951105157401,0.0,0.10555674208273347,0.22011326520100644,0.21018737935831494,0.03071985696465187,0.0,0.09960045221528302
88,5.0,SUPPORTED,6463,0.21228266965787995,0.34519572953736655,0.0,0.10967533327553097,0.2277138423902214,0.2770773858631934,0.025727674584026083,0.00014476302212370132,0.12928642828483133
89,5.0,SUPPORTED,6028,0.21032890940565496,0.33062375580623754,0.0,0.10249413857008144,0.23771330052691464,0.23352260220919066,0.020059101232529117,0.0,0.14739423891870204
90,5.0,SUPPORTED,6385,0.23823851203501095,0.38731401722787784,0.0,0.1241559782877199,0.23771330052691464,0.2293670288503352,0.04042523112551705,0.0,0.1672498187658024
91,5.0,SUPPORTED,5978,0.22164804469273744,0.35630645700903313,0.0,0.10421640171689964,0.2220538956031689,0.23398293815556215,0.01693736363930684,0.0,0.16071769453701562
92,5.0,SUPPORTED,6106,0.20238095238095233,0.32738290206354403,0.0,0.12463101677585725,0.2065074009787854,0.22798088702271266,0.04056997121525106,0.00305934033264347,0.14487217324785887
93,5.0,SUPPORTED,6279,0.213946587537092,0.33094441790093965,0.0,0.1155565759057508,0.22344302785866355,0.21776285363436765,0.029675988434281465,0.0,0.12202355856527289
94,5.0,SUPPORTED,6064,0.23198992443324937,0.3812664907651715,0.0,0.11405197157277691,0.22896551221599087,0.270853360204208,0.020059101232529117,0.0,0.16735995975031984
95,5.0,SUPPORTED,6110,0.2177242888402626,0.35548281505728313,0.0,0.09937463428169022,0.2353384903713438,0.2054990550739117,0.012821767396817063,0.0,0.18066403651987184
96,5.0,SUPPORTED,5698,0.2027348394768133,0.3237978237978238,0.0,0.11157331397921288,0.22788616397956502,0.24956710418271472,0.029635489823819423,0.0,0.12431208447648623
97,5.0,SUPPORTED,6163,0.22394441475146987,0.362161285088431,0.0,0.11019947453956666,0.22563620552549835,0.25493300643833144,0.037608356351194694,0.0,0.12368681983207352
98,5.0,SUPPORTED,6166,0.23879188296366205,0.39506973726889394,0.0,0.12295782201759076,0.227820923697017,0.24820410071268295,0.036647406256646434,0.0,0.1317400799110895
99,5.0,SUPPORTED,6134,0.22116349047141423,0.32735572220410825,0.0,0.11559035186313421,0.24569542102358194,0.2481325895478801,0.031454486028717796,0.0,0.13313244146993386
100,5.0,SUPPORTED,6167,0.2359679266895761,0.39289768120642127,0.0,0.11019947453956666,0.23611141662113355,0.24877718784248376,0.029411452825122624,0.0,0.16904685171321035
101,5.0,SUPPORTED,6206,0.20193418013856812,0.3227521753142121,0.0,0.1019091089119683,0.23556399887584106,0.23916072085695358,0.029251680153492634,0.0,0.11183775566056645
102,5.0,SUPPORTED,5956,0.21939359267734554,0.3443586299529886,0.0,0.0834909137680798,0.21014214904324363,0.2343887506034972,0.014674431859726642,0.0,0.16904685171321035
103,5.0,SUPPORTED,6025,0.20608750792644254,0.32381742738589214,0.0,0.10038365248371578,0.2230098540386135,0.23894653798157778,0.015260571679295338,0.0,0.12838386734947563
104,5.0,SUPPORTED,6264,0.22673384706579724,0.37212643678160917,0.0,0.10358097076533579,0.2151446953670529,0.18964607766522285,0.015001556574554823,0.0,0.140063237096183
105,5.0,SUPPORTED,6331,0.2267633487145682,0.38287790238508923,0.0,0.10528186862083043,0.20829785889436625,0.2343887506034972,0.02112171862665206,0.0,0.16904685171321035
106,5.0,SUPPORTED,6084,0.21745002701242572,0.3408941485864563,0.0,0.12239384330083261,0.2417385451596865,0.2788122556398984,0.03738764206413059,0.004372762731447929,0.14299955395836167
107,5.0,SUPPORTED,6493,0.23195876288659795,0.38210380409671957,0.0,0.11817520728115644,0.22891690186070635,0.26991111893428243,0.03007708418017107,0.0005943319217707292,0.19536532307974994
108,5.0,SUPPORTED,6492,0.22591587516960654,0.38016019716574245,0.0,0.109124516456284,0.23079366996685297,0.22865452725832164,0.027864005975980165,0.0003832315688823834,0.13170409875456246
109,5.0,SUPPORTED,6582,0.23164594434576669,0.3808872683075053,0.0,0.1054168448180837,0.2174596641931319,0.23617324205510157,0.03244687898189359,0.0,0.11183775566056645
110,5.0,SUPPORTED,6060,0.2038352272727273,0.30775577557755773,0.0,0.11497789490809071,0.23052264913137224,0.26575632647982095,0.028503438950400254,0.0007232673052865318,0.11452623129990444
111,5.0,SUPPORTED,6632,0.23336153412295546,0.38329312424607964,0.0,0.11221164727305552,0.22233132980346237,0.2464322303390346,0.029985328686732822,0.0,0.1533372919948306
112,5.0,SUPPORTED,6493,0.22682119205298013,0.3540736177421839,0.0,0.11629432657398013,0.21281168426573457,0.24037693577106622,0.033729660418308105,0.0,0.17247291522221592
113,5.0,SUPPORTED,6899,0.22308612440191383,0.34831134947093784,0.0,0.11502003347884651,0.2168220891474023,0.23120473112362358,0.03597741672838316,0.003579799309309739,0.14724717190062697
114,5.0,SUPPORTED,6607,0.2183183183183183,0.3523535644013925,0.0,0.12203074291131849,0.22006890185293715,0.27246052645943764,0.05533512473641296,0.004560706189882803,0.11183775566056645
115,5.0,SUPPORTED,6352,0.21667430142006414,0.36051637279596976,0.0,0.10823952622355565,0.22413128117956282,0.25855130420429945,0.029699361911980655,0.0,0.14417726018684035
116,5.0,SUPPORTED,6308,0.22303206997084551,0.35875079264426124,0.0,0.12419386811395389,0.23880396690583094,0.2609456491262153,0.024441442939179964,0.0026873821744216467,0.1621677601347572
117,5.0,SUPPORTED,6065,0.233458177278402,0.3843363561417972,0.0,0.102654387946371,0.2250533798141988,0.2235939481189469,0.019868344435847375,0.0,0.18179822348174635
118,5.0,SUPPORTED,6381,0.21393188854489165,0.3490048581727002,0.0,0.11461636210301282,0.21468921343680658,0.2179676001012776,0.03294734250551689,0.0,0.10980660156251268
119,5.0,SUPPORTED,5824,0.2234997195737521,0.3671016483516483,0.0,0.10274324717748227,0.22130466883342692,0.24208640164466086,0.026207188086296837,0.0,0.12337178249144926
120,5.0,SUPPORTED,6401,0.24142083082480434,0.39915638181534135,0.0,0.10037757727481869,0.2216653717736834,0.25691464510610107,0.018886551748647906,0.0,0.15992069474887102
121,5.0,SUPPORTED,6863,0.22749391727493917,0.35436398076642867,0.0,0.10400650036685608,0.22743293957319072,0.2294396280264324,0.024439014129619796,0.0,0.13139326546806843
122,5.0,SUPPORTED,6231,0.22265193370165742,0.3497030974161451,0.0,0.1053135370684326,0.22245246244457598,0.21064750964749648,0.02453857271484285,0.0,0.1461736490346084
123,5.0,SUPPORTED,6370,0.22246696035242292,0.3480376766091052,0.0,0.1142611833159154,0.23531934868078663,0.2639827026692277,0.03725733154804499,0.0,0.10891554541885852
124,5.0,SUPPORTED,6655,0.23901808785529716,0.4004507888805409,0.0,0.11586638040486681,0.23683048067032358,0.23421349625497295,0.025109668298143893,0.0005645679177090253,0.1941172630785964
125,5.0,SUPPORTED,6146,0.22468162522741053,0.36869508623494957,0.0,0.11277076070480341,0.2329397412652146,0.23027812732390288,0.02112171862665206,0.0,0.15872549274936315
126,5.0,SUPPORTED,6026,0.21269554753309267,0.3355459674742781,0.0,0.11360938809436752,0.23831589064309067,0.21644099166496333,0.02112171862665206,0.0,0.11183775566056645
127,5.0,SUPPORTED,6056,0.20424171993027312,0.3104359313077939,0.0,0.11334753275428627,0.23091752674096147,0.22676588251200525,0.029939994951978906,0.0,0.12363785923795408
128,5.0,SUPPORTED,6170,0.22687465790914071,0.37633711507293355,0.0,0.10978796472538989,0.22839754542746954,0.24216545574354206,0.034630953989478186,0.0,0.11221856158226728
129,5.0,SUPPORTED,6533,0.2318668252080856,0.3806826878922394,0.0,0.11249583823989862,0.21904850035455264,0.24084786791282586,0.030742586771910444,0.0,0.12611340247094632
130,5.0,SUPPORTED,6230,0.20689655172413796,0.34959871589085073,0.0,0.10097123876981,0.22221019716234874,0.20906581892546083,0.040118202465058234,0.0,0.10953771048225462
131,5.0,SUPPORTED,5778,0.22526851328434144,0.367601246105919,0.0,0.10892521466629032,0.22302981247776205,0.2343887506034972,0.022930417813966847,0.0,0.1621677601347572
132,5.0,SUPPORTED,6267,0.2302756653992396,0.38567097494814107,0.0,0.1164658984578966,0.2328948176436401,0.27209192035623153,0.027540478513423425,0.0,0.10333019532263281
133,5.0,SUPPORTED,6117,0.20030864197530865,0.31077325486349516,0.0,0.12098679197130394,0.23644248918059968,0.2669663477742619,0.029638464296355138,0.0,0.115114296561582
134,5.0,SUPPORTED,6206,0.2218242597898758,0.36706413148565903,0.0,0.11347395907832017,0.22473724232691292,0.1996418141400677,0.025219627966322544,0.0,0.12703322002718753
135,5.0,SUPPORTED,6213,0.22952853598014888,0.3780782230806374,0.0,0.11791487761280112,0.23304414705842671,0.24066268802606816,0.028476821771731692,0.0,0.13944883422445853
136,5.0,SUPPORTED,6348,0.21682530795072785,0.33349086326402017,0.0,0.10693325460597325,0.21694027311866393,0.21705692451371342,0.02552352712067424,0.0,0.16238919150175732
137,5.0,SUPPORTED,6417,0.21617466174661745,0.347514414835593,0.0,0.10962912300601585,0.21886976042296746,0.2485550091551622,0.03848013187218646,0.0,0.09670146060939643
138,5.0,SUPPORTED,6245,0.23397790055248618,0.3825460368294636,0.0,0.1148046997053932,0.23318670762175464,0.21568309325774146,0.0263245077714346,0.0007380293255913606,0.11838217084296047
139,5.0,SUPPORTED,6479,0.2302250803858521,0.38833153264392656,0.0,0.11530551392420688,0.23193805114715355,0.23176229066417042,0.034544169338372115,0.0,0.0978229021638981
140,5.0,SUPPORTED,6906,0.25300369685767093,0.4193454966695627,0.0,0.102654387946371,0.20888032703660428,0.2040515087260853,0.03007708418017107,0.0,0.09656713996082544
141,5.0,SUPPORTED,6248,0.2340764331210191,0.3882842509603073,0.0,0.11524461577509479,0.2337759186860654,0.2529375295961871,0.03246240778284798,0.0,0.11004381626844406
142,5.0,SUPPORTED,6181,0.2314666666666667,0.3889338294774308,0.0,0.12686044153729997,0.25661384866052184,0.2576838494206801,0.03993134863251695,0.002746982912110052,0.13971454962156715
143,5.0,SUPPORTED,6399,0.22234513274336284,0.36146272855133615,0.0,0.1071870476691779,0.2330224493274473,0.21310589701469296,0.02359421610849173,0.0,0.16292586779735452
144,5.0,SUPPORTED,6281,0.2266553480475382,0.37000477630950485,0.0,0.12026036306526616,0.22313285623849888,0.21060831760114246,0.03935161603662737,0.000284529789733326,0.10076914347009733
145,5.0,SUPPORTED,6371,0.2062464828362408,0.31360853869094335,0.0,0.10342566040344536,0.22302981247776205,0.18096402315909926,0.02074189715930433,0.0,0.1073589715249732
146,5.0,SUPPORTED,6265,0.2178899082568807,0.34317637669592976,0.0,0.10937915650634644,0.22862731689099877,0.2483112689849162,0.028476821771731692,0.0,0.15328041072934867
147,5.0,SUPPORTED,6432,0.22703229398663696,0.37080223880597013,0.0,0.11991940400684266,0.23251977308069305,0.23178520657805907,0.04150583617400623,0.0,0.13308947919867936
148,5.0,SUPPORTED,6437,0.2336283185840708,0.38201025322355137,0.0,0.11277076070480341,0.2168220891474023,0.19463551717153876,0.03154711509118147,0.0,0.10077419928275047
149,5.0,SUPPORTED,6147,0.2273262661955241,0.3509028794533919,0.0,0.10519832783543012,0.2222689982025261,0.22798088702271266,0.024094528656326122,0.0,0.17919687722310546
150,5.0,SUPPORTED,6324,0.22710163111668757,0.377134724857685,0.0,0.10722983954129542,0.21709208869947091,0.2202255498836122,0.028526658081728044,0.0008356395408158999,0.11229588164856731
151,5.0,SUPPORTED,6078,0.21461318051575934,0.345179335307667,0.0,0.11291120844372712,0.22621750029038595,0.20435032424346306,0.021945492588670516,0.0,0.14181872544577345
152,5.0,SUPPORTED,6374,0.22479939819458372,0.37668653906495136,0.0,0.11851645293919477,0.22042354349903942,0.23511909420329097,0.03249331545665243,0.0015818954172638344,0.12458504810929298
