actual_departure,carrier,current_support_minutes,d_ob_minutes,decision_node_id,decision_time,destination,episode_id,excess_above_support_minutes,fallback_level,operational_stage,origin,remaining_minutes,scheduled_departure,service_date,signed_dep_delay,source_consistency_status,source_fields_status,split,t_ib_a00,tail_episode_identity,target,target_exact_minutes,taxi_out_minutes,taxi_reference_id,taxi_reference_level,taxi_reference_minutes
,YX,180,202.0,sha256:e09894a82df7ab2f8e409a09bd64fc84f837caa3929cdc8db15b4a53fc1a7aac,,EWR,sha256:05d1d62634a5545e5fe21ed44089a6ed51524a944deace96535bcb15af680b70,22.0,CELL,PRE_IB,DCA,,2019-07-04T23:45:00+00:00,2019-07-04,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,calibration,,flight:626845dee61a1001c5975527c30acff6cf263fa9786adc958535d59d76c91a0a,D_OB,202.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,16.0
,YX,180,202.0,sha256:e0d60753f2975424e6b43fbc4e015b629e21a520f14a714c5a1b26155e446365,,EWR,sha256:05d1d62634a5545e5fe21ed44089a6ed51524a944deace96535bcb15af680b70,22.0,CELL,PRE_IB,DCA,,2019-07-04T23:45:00+00:00,2019-07-04,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,calibration,,flight:626845dee61a1001c5975527c30acff6cf263fa9786adc958535d59d76c91a0a,D_OB,202.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,16.0
,YX,180,202.0,sha256:e4b320a17933b2e3886487802e03d6f9f6bf3bc6a062849ad9fd801fe007d9d2,,EWR,sha256:05d1d62634a5545e5fe21ed44089a6ed51524a944deace96535bcb15af680b70,22.0,CELL,PRE_IB,DCA,,2019-07-04T23:45:00+00:00,2019-07-04,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,calibration,,flight:626845dee61a1001c5975527c30acff6cf263fa9786adc958535d59d76c91a0a,D_OB,202.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,16.0
,OO,180,269.0,sha256:12f6397ca1db73c084dc95a48ec2cbe7502676396f1b72ad50d3dcb51591a304,,ORD,sha256:ed70b01947e8d1d19b1e952289708715045f56e73f7976f4558ec5da75250b62,89.0,CELL,PRE_IB,CLE,,2019-07-21T16:00:00+00:00,2019-07-21,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,calibration,,flight:39172f5056188d8a59e17e5202e0cdaecacb2517617d8d8be0a97309f0775e91,D_OB,269.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,13.0
,OO,180,269.0,sha256:18e00be1c83cd721c3de324462bdba5e9f9d19cbc5ae5f3dbe19ff1e26388e69,,ORD,sha256:ed70b01947e8d1d19b1e952289708715045f56e73f7976f4558ec5da75250b62,89.0,CELL,PRE_IB,CLE,,2019-07-21T16:00:00+00:00,2019-07-21,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,calibration,,flight:39172f5056188d8a59e17e5202e0cdaecacb2517617d8d8be0a97309f0775e91,D_OB,269.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,13.0
,OO,180,269.0,sha256:472aca69601f051beebce22aa353231cb27aec36272c493f906ba94efe60e3cb,,ORD,sha256:ed70b01947e8d1d19b1e952289708715045f56e73f7976f4558ec5da75250b62,89.0,CELL,PRE_IB,CLE,,2019-07-21T16:00:00+00:00,2019-07-21,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,calibration,,flight:39172f5056188d8a59e17e5202e0cdaecacb2517617d8d8be0a97309f0775e91,D_OB,269.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,13.0
,OO,180,269.0,sha256:93af09579ed68f9a4db62ca958ca9fbf03ebf33f4b27930dbc9fa304dbe6db35,,ORD,sha256:ed70b01947e8d1d19b1e952289708715045f56e73f7976f4558ec5da75250b62,89.0,CELL,PRE_IB,CLE,,2019-07-21T16:00:00+00:00,2019-07-21,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,calibration,,flight:39172f5056188d8a59e17e5202e0cdaecacb2517617d8d8be0a97309f0775e91,D_OB,269.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,13.0
,OO,180,269.0,sha256:955312b83ee04e4ab48f7819dcba4f416a244d14bb66030f9d21ad1a6346d2ea,,ORD,sha256:ed70b01947e8d1d19b1e952289708715045f56e73f7976f4558ec5da75250b62,89.0,CELL,PRE_IB,CLE,,2019-07-21T16:00:00+00:00,2019-07-21,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,calibration,,flight:39172f5056188d8a59e17e5202e0cdaecacb2517617d8d8be0a97309f0775e91,D_OB,269.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,13.0
,OO,180,269.0,sha256:98489be18c47447a055d2435d2eef2f76cbf142e81f88651af9e8c4a4ed48f26,,ORD,sha256:ed70b01947e8d1d19b1e952289708715045f56e73f7976f4558ec5da75250b62,89.0,CELL,PRE_IB,CLE,,2019-07-21T16:00:00+00:00,2019-07-21,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,calibration,,flight:39172f5056188d8a59e17e5202e0cdaecacb2517617d8d8be0a97309f0775e91,D_OB,269.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,13.0
,OO,180,269.0,sha256:beaf4a1bbd9edd4a07d0b9cbb85b25d29be662fe847eb446683a119f12cbb1bf,,ORD,sha256:ed70b01947e8d1d19b1e952289708715045f56e73f7976f4558ec5da75250b62,89.0,CELL,PRE_IB,CLE,,2019-07-21T16:00:00+00:00,2019-07-21,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,calibration,,flight:39172f5056188d8a59e17e5202e0cdaecacb2517617d8d8be0a97309f0775e91,D_OB,269.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,13.0
,UA,180,189.0,sha256:092e7fb0bb129f7b4ced7f415983f5e28d8522f50735fdf21648399fbb1e6db7,,ORD,sha256:53222becbd026f6c48acbcff3dafc43480674a19aa12f0e8d747f90b84962b29,9.0,CELL,PRE_IB,DFW,,2019-06-30T22:50:00+00:00,2019-06-30,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,train,,flight:f74176caec148a182fce08a3a9e3d381c98582728c970c75d700188e0e425993,D_OB,189.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,17.0
,UA,180,189.0,sha256:266160419a30641e75136b37fab73dc5cb6bc00124403d73e043abeff3b7261f,,ORD,sha256:53222becbd026f6c48acbcff3dafc43480674a19aa12f0e8d747f90b84962b29,9.0,CELL,PRE_IB,DFW,,2019-06-30T22:50:00+00:00,2019-06-30,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,train,,flight:f74176caec148a182fce08a3a9e3d381c98582728c970c75d700188e0e425993,D_OB,189.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,17.0
,UA,180,189.0,sha256:28e18ad61e3034901353dc0a4905aa0aeea7b98139762ea03a80150e76aa062e,,ORD,sha256:53222becbd026f6c48acbcff3dafc43480674a19aa12f0e8d747f90b84962b29,9.0,CELL,PRE_IB,DFW,,2019-06-30T22:50:00+00:00,2019-06-30,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,train,,flight:f74176caec148a182fce08a3a9e3d381c98582728c970c75d700188e0e425993,D_OB,189.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,17.0
,UA,180,189.0,sha256:365126861a3909a9b7b6db8f6e0eda38effb25cf79d90f49af81b433df88667d,,ORD,sha256:53222becbd026f6c48acbcff3dafc43480674a19aa12f0e8d747f90b84962b29,9.0,CELL,PRE_IB,DFW,,2019-06-30T22:50:00+00:00,2019-06-30,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,train,,flight:f74176caec148a182fce08a3a9e3d381c98582728c970c75d700188e0e425993,D_OB,189.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,17.0
,UA,180,189.0,sha256:3cda791d5d9f90eac23eb4358797f658de6e27f60f9d29acac114be7c7f1d105,,ORD,sha256:53222becbd026f6c48acbcff3dafc43480674a19aa12f0e8d747f90b84962b29,9.0,CELL,PRE_IB,DFW,,2019-06-30T22:50:00+00:00,2019-06-30,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,train,,flight:f74176caec148a182fce08a3a9e3d381c98582728c970c75d700188e0e425993,D_OB,189.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,17.0
,UA,180,189.0,sha256:462b2431895359379fd10e1a59bebdf5ce8a6eda84836a8d3f06f971658839ee,,ORD,sha256:53222becbd026f6c48acbcff3dafc43480674a19aa12f0e8d747f90b84962b29,9.0,CELL,PRE_IB,DFW,,2019-06-30T22:50:00+00:00,2019-06-30,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,train,,flight:f74176caec148a182fce08a3a9e3d381c98582728c970c75d700188e0e425993,D_OB,189.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,17.0
,UA,180,189.0,sha256:568a660be608f9ace970a948131fd11161f78b0cd3333b9c0cc3863ddd87ab02,,ORD,sha256:53222becbd026f6c48acbcff3dafc43480674a19aa12f0e8d747f90b84962b29,9.0,CELL,PRE_IB,DFW,,2019-06-30T22:50:00+00:00,2019-06-30,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,train,,flight:f74176caec148a182fce08a3a9e3d381c98582728c970c75d700188e0e425993,D_OB,189.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,17.0
,UA,180,189.0,sha256:6b8903f2d3c3645233c5e9b83eb0c67a7115e691fe91061a42cc7ba84524bae9,,ORD,sha256:53222becbd026f6c48acbcff3dafc43480674a19aa12f0e8d747f90b84962b29,9.0,CELL,PRE_IB,DFW,,2019-06-30T22:50:00+00:00,2019-06-30,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,train,,flight:f74176caec148a182fce08a3a9e3d381c98582728c970c75d700188e0e425993,D_OB,189.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,17.0
,UA,180,189.0,sha256:7659395d16ed85a6d51fe543106c96f6ffd74b403e084cfd9118e1c1145d8dc2,,ORD,sha256:53222becbd026f6c48acbcff3dafc43480674a19aa12f0e8d747f90b84962b29,9.0,CELL,PRE_IB,DFW,,2019-06-30T22:50:00+00:00,2019-06-30,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,train,,flight:f74176caec148a182fce08a3a9e3d381c98582728c970c75d700188e0e425993,D_OB,189.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,17.0
,UA,180,189.0,sha256:ccb2cfaccfab033ee62d90845a4646092ffde9b3ac5dd026f297c721bde670ea,,ORD,sha256:53222becbd026f6c48acbcff3dafc43480674a19aa12f0e8d747f90b84962b29,9.0,CELL,PRE_IB,DFW,,2019-06-30T22:50:00+00:00,2019-06-30,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,train,,flight:f74176caec148a182fce08a3a9e3d381c98582728c970c75d700188e0e425993,D_OB,189.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,17.0
,UA,180,189.0,sha256:eeb3f43a177e2bcc5b9725beb5285f2826b6677952cf9ddf766bda020d5c23d7,,ORD,sha256:53222becbd026f6c48acbcff3dafc43480674a19aa12f0e8d747f90b84962b29,9.0,CELL,PRE_IB,DFW,,2019-06-30T22:50:00+00:00,2019-06-30,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,train,,flight:f74176caec148a182fce08a3a9e3d381c98582728c970c75d700188e0e425993,D_OB,189.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,17.0
,UA,180,189.0,sha256:f723af436e9f2aadde74a1c5ec0197d50f5066ba8a0901c4a28dbe5ef7cc5b93,,ORD,sha256:53222becbd026f6c48acbcff3dafc43480674a19aa12f0e8d747f90b84962b29,9.0,CELL,PRE_IB,DFW,,2019-06-30T22:50:00+00:00,2019-06-30,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,train,,flight:f74176caec148a182fce08a3a9e3d381c98582728c970c75d700188e0e425993,D_OB,189.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,17.0
,DL,180,199.0,sha256:14abd7eaf904c72e54b559de92c077d10c6718b2495e81ca24b15eb251bc5a1e,,DTW,sha256:7d638917fa1043fdc304da71ebe1abcc9535d7770e7b3e432412d02fc127f429,19.0,CELL,PRE_IB,SFO,,2019-01-23T19:38:00+00:00,2019-01-23,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,train,,flight:498794e4d14ad79f601d203c56444c5b581acea70e5516126f399f3a0b56c104,D_OB,199.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,20.0
,DL,180,199.0,sha256:1b61047b0a3ceee76d82dbe2ffe6049ae9bb772677c2339606015e60e2120fc4,,DTW,sha256:7d638917fa1043fdc304da71ebe1abcc9535d7770e7b3e432412d02fc127f429,19.0,CELL,PRE_IB,SFO,,2019-01-23T19:38:00+00:00,2019-01-23,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,train,,flight:498794e4d14ad79f601d203c56444c5b581acea70e5516126f399f3a0b56c104,D_OB,199.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,20.0
,DL,180,199.0,sha256:202f7cd835e41b1e0bf57688727a8ffafa7a85fadeb46ff6f209f89cb15317ca,,DTW,sha256:7d638917fa1043fdc304da71ebe1abcc9535d7770e7b3e432412d02fc127f429,19.0,CELL,PRE_IB,SFO,,2019-01-23T19:38:00+00:00,2019-01-23,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,train,,flight:498794e4d14ad79f601d203c56444c5b581acea70e5516126f399f3a0b56c104,D_OB,199.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,20.0
,DL,180,199.0,sha256:3a4fc4a7f9c2d5711891e5354dd4c3723b2b02a61078af8b2d47c1b60bb0d650,,DTW,sha256:7d638917fa1043fdc304da71ebe1abcc9535d7770e7b3e432412d02fc127f429,19.0,CELL,PRE_IB,SFO,,2019-01-23T19:38:00+00:00,2019-01-23,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,train,,flight:498794e4d14ad79f601d203c56444c5b581acea70e5516126f399f3a0b56c104,D_OB,199.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,20.0
,DL,180,199.0,sha256:3d3352606a5a051a682ae8459bde2dcef8e9a3674fa949b49535b451c8145554,,DTW,sha256:7d638917fa1043fdc304da71ebe1abcc9535d7770e7b3e432412d02fc127f429,19.0,CELL,PRE_IB,SFO,,2019-01-23T19:38:00+00:00,2019-01-23,,NOT_VERIFIABLE_FROM_FROZEN_CACHE,NOT_RETAINED_IN_B2_CACHE,train,,flight:498794e4d14ad79f601d203c56444c5b581acea70e5516126f399f3a0b56c104,D_OB,199.0,,sha256:be1a68b0c51c77da35f0ec631c2f846a79dd073d8b29ca49ee42b2d1de4e5c66,CELL,20.0
