stage,q,domain,A_reference,A_comparator,value_retained
PRE,0.3,F,6.231586956794771,6.877995837366797,1.10373102149641
PRE,0.3,P,18.65037862780646,16.000179605152493,0.8579010605874403
PRE,0.3,R,2.588838165147194,2.654158679535612,1.0252315943374946
PRE,0.3,F_continuity,0.10635653409090909,0.060546875,0.5692821368948248
PRE,0.3,F_execution,6.405179723599929,7.128281961975032,1.1128933565612262
PRE,0.3,F_propagation,12.183224612693476,13.445158675125358,1.10357964353026
PRE,0.3,P_time,13.388293060493092,13.187869897620228,0.9850299689462069
PRE,0.3,P_itinerary,20.12332518560917,12.26383051284063,0.6094336000499007
PRE,0.3,P_service,22.439517637317106,22.54883840499662,1.0048717966868286
PRE,0.3,R_operating,2.588838165147194,2.654158679535612,1.0252315943374946
TURN,0.3,F,17.839261356284872,18.73277513232574,1.0500869267059691
TURN,0.3,P,49.283914786507744,43.966239675085525,0.8921012031114457
TURN,0.3,R,5.0510728716633,5.265551138842655,1.0424619229674126
TURN,0.3,F_continuity,0.0,0.0,
TURN,0.3,F_execution,18.88601764186035,19.8390925287244,1.0504645767539467
TURN,0.3,F_propagation,34.63176642699426,36.35923286825282,1.0498809797906252
TURN,0.3,P_time,36.000458623192294,33.551846940704095,0.9319838753134453
TURN,0.3,P_itinerary,38.294217839995255,33.23298352090271,0.8678329365482824
TURN,0.3,P_service,73.55706789633564,65.11388856364977,0.8852159340474951
TURN,0.3,R_operating,5.0510728716633,5.265551138842655,1.0424619229674126
