episode_id,component,channel,comparison,absolute_mean_distortion,absolute_tail_distortion,n_nodes
sha256:dc83e29f18c777de0af89dd66b485befe48f223e42a059015f3f8bd2bb005464,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,1
sha256:dc99925fe37b8a67137b8b43e1bc607abb03732380e63034ec46fd6eabe4d37a,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,7
sha256:dc99925fe37b8a67137b8b43e1bc607abb03732380e63034ec46fd6eabe4d37a,F_continuity,Flight,POINT_MINUS_JOINT,0.00013953488372093022,0.0013953488372093026,7
sha256:ddc691538db897df846acfa4ba1dfe3332c4c04f9270cde23794be1eafeaf344,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,8
sha256:ddc691538db897df846acfa4ba1dfe3332c4c04f9270cde23794be1eafeaf344,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,8
sha256:de39b3297f3c6e67b64e6da9ddc05f04cd17be61d1d7f83c465c05fb7165f30d,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,9
sha256:de39b3297f3c6e67b64e6da9ddc05f04cd17be61d1d7f83c465c05fb7165f30d,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,9
sha256:e2d08005665217f11de04ba8bce2b7afe2c6423bc45506bc537b35a3155c843a,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,61
sha256:e2d08005665217f11de04ba8bce2b7afe2c6423bc45506bc537b35a3155c843a,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,61
sha256:e2d08005665217f11de04ba8bce2b7afe2c6423bc45506bc537b35a3155c843a,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,2
sha256:e2d08005665217f11de04ba8bce2b7afe2c6423bc45506bc537b35a3155c843a,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,2
sha256:e5b7846a306946ce9de43e3415dea0a8448f3cf5042a30d7809f57d766e5aed6,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,8
sha256:e5b7846a306946ce9de43e3415dea0a8448f3cf5042a30d7809f57d766e5aed6,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,8
sha256:e5b7846a306946ce9de43e3415dea0a8448f3cf5042a30d7809f57d766e5aed6,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,2
sha256:e5b7846a306946ce9de43e3415dea0a8448f3cf5042a30d7809f57d766e5aed6,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,2
sha256:e67e103529436039a88420e71c2856b5da77723b71c1d0abeb04fc85b1aac31a,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,9
sha256:e67e103529436039a88420e71c2856b5da77723b71c1d0abeb04fc85b1aac31a,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,9
sha256:e67e103529436039a88420e71c2856b5da77723b71c1d0abeb04fc85b1aac31a,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,1
sha256:e67e103529436039a88420e71c2856b5da77723b71c1d0abeb04fc85b1aac31a,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,1
sha256:e82e14159c7b665cb9f7e1446d9dc4dd49ad798dae53d327190b820357ed8de3,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,9
sha256:e82e14159c7b665cb9f7e1446d9dc4dd49ad798dae53d327190b820357ed8de3,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,9
sha256:ea0f484dd70b52dfcfda0107ee55b8489cfe8e127e4d6befbfba25cc0d78b703,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,18
sha256:ea0f484dd70b52dfcfda0107ee55b8489cfe8e127e4d6befbfba25cc0d78b703,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,18
sha256:ebbe8eeed2c67c7f9ecdb3544158411484af65485e571f7451464e71269b492a,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,50
sha256:ebbe8eeed2c67c7f9ecdb3544158411484af65485e571f7451464e71269b492a,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,50
sha256:ec102d3fc8dae3f12f4136cea3e99d18b0d847205350682987e0c5ea002d385d,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,7
sha256:ec102d3fc8dae3f12f4136cea3e99d18b0d847205350682987e0c5ea002d385d,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,7
sha256:ec102d3fc8dae3f12f4136cea3e99d18b0d847205350682987e0c5ea002d385d,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,2
sha256:ec102d3fc8dae3f12f4136cea3e99d18b0d847205350682987e0c5ea002d385d,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,2
sha256:eca53de8bef95a075b99b1ec91d585d0bb644d1bd60fcda1ab7be7de3e98c7ab,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,6
sha256:eca53de8bef95a075b99b1ec91d585d0bb644d1bd60fcda1ab7be7de3e98c7ab,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,6
sha256:eca53de8bef95a075b99b1ec91d585d0bb644d1bd60fcda1ab7be7de3e98c7ab,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,2
sha256:eca53de8bef95a075b99b1ec91d585d0bb644d1bd60fcda1ab7be7de3e98c7ab,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,2
sha256:f002e1ea1efd57bc6aacf2fd697e8792978edcc68e8782b31b5f756d30e6b480,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,10
sha256:f002e1ea1efd57bc6aacf2fd697e8792978edcc68e8782b31b5f756d30e6b480,F_continuity,Flight,POINT_MINUS_JOINT,0.0008790697674418604,0.008790697674418608,10
sha256:f1355c1d155b917be4c9a2f84da92e66e195ec31454243c60217db7926b00927,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,7
sha256:f1355c1d155b917be4c9a2f84da92e66e195ec31454243c60217db7926b00927,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,7
sha256:f1a2b1b8f516c06be50e9c6d4fdccc61707d3927ff3273b1bc7135d02fa615d0,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,15
sha256:f1a2b1b8f516c06be50e9c6d4fdccc61707d3927ff3273b1bc7135d02fa615d0,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,15
sha256:f1a2b1b8f516c06be50e9c6d4fdccc61707d3927ff3273b1bc7135d02fa615d0,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,2
sha256:f1a2b1b8f516c06be50e9c6d4fdccc61707d3927ff3273b1bc7135d02fa615d0,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,2
sha256:f5c0b79dbb03b4f80460aedd04e4964147706ae7bb7fded4cd2f8e1dcddcc7b1,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,10
sha256:f5c0b79dbb03b4f80460aedd04e4964147706ae7bb7fded4cd2f8e1dcddcc7b1,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,10
sha256:f8585a199d876b2529da3743f679c3f93d57a1667dc6dd7851915b127794bd83,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,7
sha256:f8585a199d876b2529da3743f679c3f93d57a1667dc6dd7851915b127794bd83,F_continuity,Flight,POINT_MINUS_JOINT,3.322259136212625e-05,0.0003322259136212626,7
sha256:fa358aaec54a8e20890dec4a8f9bd076455d0efbbdf2a884c9632d515afb96e6,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,7
sha256:fa358aaec54a8e20890dec4a8f9bd076455d0efbbdf2a884c9632d515afb96e6,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,7
sha256:fe6b227984dd8a16db0b4c9a65e9dc1fc5f70084d2ccb0e5e896df39f32d6a9c,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,26
sha256:fe6b227984dd8a16db0b4c9a65e9dc1fc5f70084d2ccb0e5e896df39f32d6a9c,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,26
sha256:fe6b227984dd8a16db0b4c9a65e9dc1fc5f70084d2ccb0e5e896df39f32d6a9c,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,2
sha256:fe6b227984dd8a16db0b4c9a65e9dc1fc5f70084d2ccb0e5e896df39f32d6a9c,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,2
sha256:ff9ae344a57e16af22c274ff033a4ac81ea6e56288589378b539a539ee42ec1d,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,18
sha256:ff9ae344a57e16af22c274ff033a4ac81ea6e56288589378b539a539ee42ec1d,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,18
sha256:ff9ae344a57e16af22c274ff033a4ac81ea6e56288589378b539a539ee42ec1d,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,1
sha256:ff9ae344a57e16af22c274ff033a4ac81ea6e56288589378b539a539ee42ec1d,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,1
