pair_id,decile,direction,episode_a,episode_b,total_j_a,total_j_b,n_common_scope_nodes_a,n_common_scope_nodes_b,share_flight_a,share_passenger_a,share_resource_a,share_flight_b,share_passenger_b,share_resource_b,rank_flight_a,rank_passenger_a,rank_resource_a,rank_flight_b,rank_passenger_b,rank_resource_b,flipped_channels,composition_different,focal_top1_change_rate_r3,focal_top1_change_rate_r1,reference_top1_change_rate_r3,reference_top1_change_rate_r1
6,0,A_TO_B,sha256:0918063938e7c4457d171896b2fc2534f6874f77bf8065cfc20b298899c89e7a,sha256:7a303a13be87a210af44b6e4f8b454f5b3a9106f8f1e1e05d1542b20c7734aff,93.82544143380719,220.11128872313452,2,6,0.6132859399052627,0.0023146006382841404,0.38439945945645315,0.5515160079620989,0.008528604080317923,0.4399553879575832,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
6,0,B_TO_A,sha256:0918063938e7c4457d171896b2fc2534f6874f77bf8065cfc20b298899c89e7a,sha256:7a303a13be87a210af44b6e4f8b454f5b3a9106f8f1e1e05d1542b20c7734aff,93.82544143380719,220.11128872313452,2,6,0.6132859399052627,0.0023146006382841404,0.38439945945645315,0.5515160079620989,0.008528604080317923,0.4399553879575832,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
7,0,A_TO_B,sha256:0918063938e7c4457d171896b2fc2534f6874f77bf8065cfc20b298899c89e7a,sha256:d3f910983062abcf15c05c333d3d298cdc3649d11fe49167054cc6d6d1624224,93.82544143380719,222.64017862898095,2,6,0.6132859399052627,0.0023146006382841404,0.38439945945645315,0.5096536782887273,0.0004772237833530722,0.48986909792791955,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
7,0,B_TO_A,sha256:0918063938e7c4457d171896b2fc2534f6874f77bf8065cfc20b298899c89e7a,sha256:d3f910983062abcf15c05c333d3d298cdc3649d11fe49167054cc6d6d1624224,93.82544143380719,222.64017862898095,2,6,0.6132859399052627,0.0023146006382841404,0.38439945945645315,0.5096536782887273,0.0004772237833530722,0.48986909792791955,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
8,0,A_TO_B,sha256:0918063938e7c4457d171896b2fc2534f6874f77bf8065cfc20b298899c89e7a,sha256:dc83e29f18c777de0af89dd66b485befe48f223e42a059015f3f8bd2bb005464,93.82544143380719,246.54818248722398,2,7,0.6132859399052627,0.0023146006382841404,0.38439945945645315,0.5756009826176716,0.000863759389991262,0.42353525799233716,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
8,0,B_TO_A,sha256:0918063938e7c4457d171896b2fc2534f6874f77bf8065cfc20b298899c89e7a,sha256:dc83e29f18c777de0af89dd66b485befe48f223e42a059015f3f8bd2bb005464,93.82544143380719,246.54818248722398,2,7,0.6132859399052627,0.0023146006382841404,0.38439945945645315,0.5756009826176716,0.000863759389991262,0.42353525799233716,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
9,0,A_TO_B,sha256:0918063938e7c4457d171896b2fc2534f6874f77bf8065cfc20b298899c89e7a,sha256:92954cdff5a86c68328d0a8f09ca47398b691ff8412d2cd90e1ef55b72178388,93.82544143380719,250.12712937015309,2,6,0.6132859399052627,0.0023146006382841404,0.38439945945645315,0.5567025701247553,0.004153605639890035,0.4391438242353546,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
9,0,B_TO_A,sha256:0918063938e7c4457d171896b2fc2534f6874f77bf8065cfc20b298899c89e7a,sha256:92954cdff5a86c68328d0a8f09ca47398b691ff8412d2cd90e1ef55b72178388,93.82544143380719,250.12712937015309,2,6,0.6132859399052627,0.0023146006382841404,0.38439945945645315,0.5567025701247553,0.004153605639890035,0.4391438242353546,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
10,0,A_TO_B,sha256:0918063938e7c4457d171896b2fc2534f6874f77bf8065cfc20b298899c89e7a,sha256:2535ad26710c031ab1827c61c902b08a37ff80f68a6e45abb36c2bc4904a1cb6,93.82544143380719,259.7253519773732,2,7,0.6132859399052627,0.0023146006382841404,0.38439945945645315,0.5054898873385159,0.0011656769631321281,0.49334443569835196,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
10,0,B_TO_A,sha256:0918063938e7c4457d171896b2fc2534f6874f77bf8065cfc20b298899c89e7a,sha256:2535ad26710c031ab1827c61c902b08a37ff80f68a6e45abb36c2bc4904a1cb6,93.82544143380719,259.7253519773732,2,7,0.6132859399052627,0.0023146006382841404,0.38439945945645315,0.5054898873385159,0.0011656769631321281,0.49334443569835196,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
11,0,A_TO_B,sha256:0918063938e7c4457d171896b2fc2534f6874f77bf8065cfc20b298899c89e7a,sha256:ec102d3fc8dae3f12f4136cea3e99d18b0d847205350682987e0c5ea002d385d,93.82544143380719,260.56875781029873,2,7,0.6132859399052627,0.0023146006382841404,0.38439945945645315,0.5179746764886934,0.000634051760477494,0.48139127175082896,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
11,0,B_TO_A,sha256:0918063938e7c4457d171896b2fc2534f6874f77bf8065cfc20b298899c89e7a,sha256:ec102d3fc8dae3f12f4136cea3e99d18b0d847205350682987e0c5ea002d385d,93.82544143380719,260.56875781029873,2,7,0.6132859399052627,0.0023146006382841404,0.38439945945645315,0.5179746764886934,0.000634051760477494,0.48139127175082896,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
12,0,A_TO_B,sha256:0918063938e7c4457d171896b2fc2534f6874f77bf8065cfc20b298899c89e7a,sha256:b00572d512ad12902cbeb806e1232808ca3d76ad6adcbc6a6247ef685a371753,93.82544143380719,265.98012800626407,2,7,0.6132859399052627,0.0023146006382841404,0.38439945945645315,0.5680352712404737,0.00033058184429217354,0.431634146915234,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
12,0,B_TO_A,sha256:0918063938e7c4457d171896b2fc2534f6874f77bf8065cfc20b298899c89e7a,sha256:b00572d512ad12902cbeb806e1232808ca3d76ad6adcbc6a6247ef685a371753,93.82544143380719,265.98012800626407,2,7,0.6132859399052627,0.0023146006382841404,0.38439945945645315,0.5680352712404737,0.00033058184429217354,0.431634146915234,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
13,0,A_TO_B,sha256:dc99925fe37b8a67137b8b43e1bc607abb03732380e63034ec46fd6eabe4d37a,sha256:7ad35ec0017d1bb984fe4321d99f45a61e9ab7c6f2e5020ac21656dd8bbb7c0e,175.98677274683942,184.91647389909767,7,6,0.28906271108833387,0.0002042400903624592,0.7107330488213036,0.55184895787619,0.0005138890143939571,0.44763715310941593,2,3,1,1,3,2,Flight|Resource,True,0.0,0.0,0.0,0.0
13,0,B_TO_A,sha256:dc99925fe37b8a67137b8b43e1bc607abb03732380e63034ec46fd6eabe4d37a,sha256:7ad35ec0017d1bb984fe4321d99f45a61e9ab7c6f2e5020ac21656dd8bbb7c0e,175.98677274683942,184.91647389909767,7,6,0.28906271108833387,0.0002042400903624592,0.7107330488213036,0.55184895787619,0.0005138890143939571,0.44763715310941593,2,3,1,1,3,2,Flight|Resource,True,0.0,0.0,0.0,0.0
14,0,A_TO_B,sha256:dc99925fe37b8a67137b8b43e1bc607abb03732380e63034ec46fd6eabe4d37a,sha256:6d39926190538294f7153287c797b64afa70e4405610e6997c682a34d71f1f39,175.98677274683942,196.01160044994248,7,8,0.28906271108833387,0.0002042400903624592,0.7107330488213036,0.26040528154993386,0.0013265515878847019,0.7382681668621813,2,3,1,2,3,1,,False,0.0,0.0,0.0,0.0
14,0,B_TO_A,sha256:dc99925fe37b8a67137b8b43e1bc607abb03732380e63034ec46fd6eabe4d37a,sha256:6d39926190538294f7153287c797b64afa70e4405610e6997c682a34d71f1f39,175.98677274683942,196.01160044994248,7,8,0.28906271108833387,0.0002042400903624592,0.7107330488213036,0.26040528154993386,0.0013265515878847019,0.7382681668621813,2,3,1,2,3,1,,False,0.0,0.0,0.0,0.0
15,0,A_TO_B,sha256:dc99925fe37b8a67137b8b43e1bc607abb03732380e63034ec46fd6eabe4d37a,sha256:5127cac22e525d592ee8cb981de5e070b24764e1585466b612ef1afa149955fb,175.98677274683942,207.1315207392301,7,6,0.28906271108833387,0.0002042400903624592,0.7107330488213036,0.48426159667111507,0.000927998785658335,0.5148104045432265,2,3,1,2,3,1,,False,0.0,0.0,0.0,0.0
15,0,B_TO_A,sha256:dc99925fe37b8a67137b8b43e1bc607abb03732380e63034ec46fd6eabe4d37a,sha256:5127cac22e525d592ee8cb981de5e070b24764e1585466b612ef1afa149955fb,175.98677274683942,207.1315207392301,7,6,0.28906271108833387,0.0002042400903624592,0.7107330488213036,0.48426159667111507,0.000927998785658335,0.5148104045432265,2,3,1,2,3,1,,False,0.0,0.0,0.0,0.0
16,0,A_TO_B,sha256:dc99925fe37b8a67137b8b43e1bc607abb03732380e63034ec46fd6eabe4d37a,sha256:eca53de8bef95a075b99b1ec91d585d0bb644d1bd60fcda1ab7be7de3e98c7ab,175.98677274683942,210.33643127735039,7,6,0.28906271108833387,0.0002042400903624592,0.7107330488213036,0.5199876139881755,0.00032015683978640897,0.47969222917203796,2,3,1,1,3,2,Flight|Resource,True,0.0,0.0,0.0,0.0
16,0,B_TO_A,sha256:dc99925fe37b8a67137b8b43e1bc607abb03732380e63034ec46fd6eabe4d37a,sha256:eca53de8bef95a075b99b1ec91d585d0bb644d1bd60fcda1ab7be7de3e98c7ab,175.98677274683942,210.33643127735039,7,6,0.28906271108833387,0.0002042400903624592,0.7107330488213036,0.5199876139881755,0.00032015683978640897,0.47969222917203796,2,3,1,1,3,2,Flight|Resource,True,0.0,0.0,0.0,0.0
17,0,A_TO_B,sha256:dc99925fe37b8a67137b8b43e1bc607abb03732380e63034ec46fd6eabe4d37a,sha256:7a303a13be87a210af44b6e4f8b454f5b3a9106f8f1e1e05d1542b20c7734aff,175.98677274683942,220.11128872313452,7,6,0.28906271108833387,0.0002042400903624592,0.7107330488213036,0.5515160079620989,0.008528604080317923,0.4399553879575832,2,3,1,1,3,2,Flight|Resource,True,0.0,0.0,0.0,0.0
17,0,B_TO_A,sha256:dc99925fe37b8a67137b8b43e1bc607abb03732380e63034ec46fd6eabe4d37a,sha256:7a303a13be87a210af44b6e4f8b454f5b3a9106f8f1e1e05d1542b20c7734aff,175.98677274683942,220.11128872313452,7,6,0.28906271108833387,0.0002042400903624592,0.7107330488213036,0.5515160079620989,0.008528604080317923,0.4399553879575832,2,3,1,1,3,2,Flight|Resource,True,0.0,0.0,0.0,0.0
18,0,A_TO_B,sha256:dc99925fe37b8a67137b8b43e1bc607abb03732380e63034ec46fd6eabe4d37a,sha256:d3f910983062abcf15c05c333d3d298cdc3649d11fe49167054cc6d6d1624224,175.98677274683942,222.64017862898095,7,6,0.28906271108833387,0.0002042400903624592,0.7107330488213036,0.5096536782887273,0.0004772237833530722,0.48986909792791955,2,3,1,1,3,2,Flight|Resource,True,0.0,0.0,0.0,0.0
18,0,B_TO_A,sha256:dc99925fe37b8a67137b8b43e1bc607abb03732380e63034ec46fd6eabe4d37a,sha256:d3f910983062abcf15c05c333d3d298cdc3649d11fe49167054cc6d6d1624224,175.98677274683942,222.64017862898095,7,6,0.28906271108833387,0.0002042400903624592,0.7107330488213036,0.5096536782887273,0.0004772237833530722,0.48986909792791955,2,3,1,1,3,2,Flight|Resource,True,0.0,0.0,0.0,0.0
19,0,A_TO_B,sha256:dc99925fe37b8a67137b8b43e1bc607abb03732380e63034ec46fd6eabe4d37a,sha256:dc83e29f18c777de0af89dd66b485befe48f223e42a059015f3f8bd2bb005464,175.98677274683942,246.54818248722398,7,7,0.28906271108833387,0.0002042400903624592,0.7107330488213036,0.5756009826176716,0.000863759389991262,0.42353525799233716,2,3,1,1,3,2,Flight|Resource,True,0.0,0.0,0.0,0.0
19,0,B_TO_A,sha256:dc99925fe37b8a67137b8b43e1bc607abb03732380e63034ec46fd6eabe4d37a,sha256:dc83e29f18c777de0af89dd66b485befe48f223e42a059015f3f8bd2bb005464,175.98677274683942,246.54818248722398,7,7,0.28906271108833387,0.0002042400903624592,0.7107330488213036,0.5756009826176716,0.000863759389991262,0.42353525799233716,2,3,1,1,3,2,Flight|Resource,True,0.0,0.0,0.0,0.0
20,0,A_TO_B,sha256:dc99925fe37b8a67137b8b43e1bc607abb03732380e63034ec46fd6eabe4d37a,sha256:92954cdff5a86c68328d0a8f09ca47398b691ff8412d2cd90e1ef55b72178388,175.98677274683942,250.12712937015309,7,6,0.28906271108833387,0.0002042400903624592,0.7107330488213036,0.5567025701247553,0.004153605639890035,0.4391438242353546,2,3,1,1,3,2,Flight|Resource,True,0.0,0.0,0.0,0.0
20,0,B_TO_A,sha256:dc99925fe37b8a67137b8b43e1bc607abb03732380e63034ec46fd6eabe4d37a,sha256:92954cdff5a86c68328d0a8f09ca47398b691ff8412d2cd90e1ef55b72178388,175.98677274683942,250.12712937015309,7,6,0.28906271108833387,0.0002042400903624592,0.7107330488213036,0.5567025701247553,0.004153605639890035,0.4391438242353546,2,3,1,1,3,2,Flight|Resource,True,0.0,0.0,0.0,0.0
21,0,A_TO_B,sha256:dc99925fe37b8a67137b8b43e1bc607abb03732380e63034ec46fd6eabe4d37a,sha256:2535ad26710c031ab1827c61c902b08a37ff80f68a6e45abb36c2bc4904a1cb6,175.98677274683942,259.7253519773732,7,7,0.28906271108833387,0.0002042400903624592,0.7107330488213036,0.5054898873385159,0.0011656769631321281,0.49334443569835196,2,3,1,1,3,2,Flight|Resource,True,0.0,0.0,0.0,0.0
21,0,B_TO_A,sha256:dc99925fe37b8a67137b8b43e1bc607abb03732380e63034ec46fd6eabe4d37a,sha256:2535ad26710c031ab1827c61c902b08a37ff80f68a6e45abb36c2bc4904a1cb6,175.98677274683942,259.7253519773732,7,7,0.28906271108833387,0.0002042400903624592,0.7107330488213036,0.5054898873385159,0.0011656769631321281,0.49334443569835196,2,3,1,1,3,2,Flight|Resource,True,0.0,0.0,0.0,0.0
22,0,A_TO_B,sha256:dc99925fe37b8a67137b8b43e1bc607abb03732380e63034ec46fd6eabe4d37a,sha256:ec102d3fc8dae3f12f4136cea3e99d18b0d847205350682987e0c5ea002d385d,175.98677274683942,260.56875781029873,7,7,0.28906271108833387,0.0002042400903624592,0.7107330488213036,0.5179746764886934,0.000634051760477494,0.48139127175082896,2,3,1,1,3,2,Flight|Resource,True,0.0,0.0,0.0,0.0
22,0,B_TO_A,sha256:dc99925fe37b8a67137b8b43e1bc607abb03732380e63034ec46fd6eabe4d37a,sha256:ec102d3fc8dae3f12f4136cea3e99d18b0d847205350682987e0c5ea002d385d,175.98677274683942,260.56875781029873,7,7,0.28906271108833387,0.0002042400903624592,0.7107330488213036,0.5179746764886934,0.000634051760477494,0.48139127175082896,2,3,1,1,3,2,Flight|Resource,True,0.0,0.0,0.0,0.0
23,0,A_TO_B,sha256:dc99925fe37b8a67137b8b43e1bc607abb03732380e63034ec46fd6eabe4d37a,sha256:b00572d512ad12902cbeb806e1232808ca3d76ad6adcbc6a6247ef685a371753,175.98677274683942,265.98012800626407,7,7,0.28906271108833387,0.0002042400903624592,0.7107330488213036,0.5680352712404737,0.00033058184429217354,0.431634146915234,2,3,1,1,3,2,Flight|Resource,True,0.0,0.0,0.0,0.0
23,0,B_TO_A,sha256:dc99925fe37b8a67137b8b43e1bc607abb03732380e63034ec46fd6eabe4d37a,sha256:b00572d512ad12902cbeb806e1232808ca3d76ad6adcbc6a6247ef685a371753,175.98677274683942,265.98012800626407,7,7,0.28906271108833387,0.0002042400903624592,0.7107330488213036,0.5680352712404737,0.00033058184429217354,0.431634146915234,2,3,1,1,3,2,Flight|Resource,True,0.0,0.0,0.0,0.0
24,0,A_TO_B,sha256:7ad35ec0017d1bb984fe4321d99f45a61e9ab7c6f2e5020ac21656dd8bbb7c0e,sha256:6d39926190538294f7153287c797b64afa70e4405610e6997c682a34d71f1f39,184.91647389909767,196.01160044994248,6,8,0.55184895787619,0.0005138890143939571,0.44763715310941593,0.26040528154993386,0.0013265515878847019,0.7382681668621813,1,3,2,2,3,1,Flight|Resource,True,0.0,0.0,0.0,0.0
24,0,B_TO_A,sha256:7ad35ec0017d1bb984fe4321d99f45a61e9ab7c6f2e5020ac21656dd8bbb7c0e,sha256:6d39926190538294f7153287c797b64afa70e4405610e6997c682a34d71f1f39,184.91647389909767,196.01160044994248,6,8,0.55184895787619,0.0005138890143939571,0.44763715310941593,0.26040528154993386,0.0013265515878847019,0.7382681668621813,1,3,2,2,3,1,Flight|Resource,True,0.0,0.0,0.0,0.0
25,0,A_TO_B,sha256:7ad35ec0017d1bb984fe4321d99f45a61e9ab7c6f2e5020ac21656dd8bbb7c0e,sha256:5127cac22e525d592ee8cb981de5e070b24764e1585466b612ef1afa149955fb,184.91647389909767,207.1315207392301,6,6,0.55184895787619,0.0005138890143939571,0.44763715310941593,0.48426159667111507,0.000927998785658335,0.5148104045432265,1,3,2,2,3,1,Flight|Resource,True,0.0,0.0,0.0,0.0
25,0,B_TO_A,sha256:7ad35ec0017d1bb984fe4321d99f45a61e9ab7c6f2e5020ac21656dd8bbb7c0e,sha256:5127cac22e525d592ee8cb981de5e070b24764e1585466b612ef1afa149955fb,184.91647389909767,207.1315207392301,6,6,0.55184895787619,0.0005138890143939571,0.44763715310941593,0.48426159667111507,0.000927998785658335,0.5148104045432265,1,3,2,2,3,1,Flight|Resource,True,0.0,0.0,0.0,0.0
26,0,A_TO_B,sha256:7ad35ec0017d1bb984fe4321d99f45a61e9ab7c6f2e5020ac21656dd8bbb7c0e,sha256:eca53de8bef95a075b99b1ec91d585d0bb644d1bd60fcda1ab7be7de3e98c7ab,184.91647389909767,210.33643127735039,6,6,0.55184895787619,0.0005138890143939571,0.44763715310941593,0.5199876139881755,0.00032015683978640897,0.47969222917203796,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
26,0,B_TO_A,sha256:7ad35ec0017d1bb984fe4321d99f45a61e9ab7c6f2e5020ac21656dd8bbb7c0e,sha256:eca53de8bef95a075b99b1ec91d585d0bb644d1bd60fcda1ab7be7de3e98c7ab,184.91647389909767,210.33643127735039,6,6,0.55184895787619,0.0005138890143939571,0.44763715310941593,0.5199876139881755,0.00032015683978640897,0.47969222917203796,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
27,0,A_TO_B,sha256:7ad35ec0017d1bb984fe4321d99f45a61e9ab7c6f2e5020ac21656dd8bbb7c0e,sha256:7a303a13be87a210af44b6e4f8b454f5b3a9106f8f1e1e05d1542b20c7734aff,184.91647389909767,220.11128872313452,6,6,0.55184895787619,0.0005138890143939571,0.44763715310941593,0.5515160079620989,0.008528604080317923,0.4399553879575832,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
27,0,B_TO_A,sha256:7ad35ec0017d1bb984fe4321d99f45a61e9ab7c6f2e5020ac21656dd8bbb7c0e,sha256:7a303a13be87a210af44b6e4f8b454f5b3a9106f8f1e1e05d1542b20c7734aff,184.91647389909767,220.11128872313452,6,6,0.55184895787619,0.0005138890143939571,0.44763715310941593,0.5515160079620989,0.008528604080317923,0.4399553879575832,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
28,0,A_TO_B,sha256:7ad35ec0017d1bb984fe4321d99f45a61e9ab7c6f2e5020ac21656dd8bbb7c0e,sha256:d3f910983062abcf15c05c333d3d298cdc3649d11fe49167054cc6d6d1624224,184.91647389909767,222.64017862898095,6,6,0.55184895787619,0.0005138890143939571,0.44763715310941593,0.5096536782887273,0.0004772237833530722,0.48986909792791955,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
28,0,B_TO_A,sha256:7ad35ec0017d1bb984fe4321d99f45a61e9ab7c6f2e5020ac21656dd8bbb7c0e,sha256:d3f910983062abcf15c05c333d3d298cdc3649d11fe49167054cc6d6d1624224,184.91647389909767,222.64017862898095,6,6,0.55184895787619,0.0005138890143939571,0.44763715310941593,0.5096536782887273,0.0004772237833530722,0.48986909792791955,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
29,0,A_TO_B,sha256:7ad35ec0017d1bb984fe4321d99f45a61e9ab7c6f2e5020ac21656dd8bbb7c0e,sha256:dc83e29f18c777de0af89dd66b485befe48f223e42a059015f3f8bd2bb005464,184.91647389909767,246.54818248722398,6,7,0.55184895787619,0.0005138890143939571,0.44763715310941593,0.5756009826176716,0.000863759389991262,0.42353525799233716,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
29,0,B_TO_A,sha256:7ad35ec0017d1bb984fe4321d99f45a61e9ab7c6f2e5020ac21656dd8bbb7c0e,sha256:dc83e29f18c777de0af89dd66b485befe48f223e42a059015f3f8bd2bb005464,184.91647389909767,246.54818248722398,6,7,0.55184895787619,0.0005138890143939571,0.44763715310941593,0.5756009826176716,0.000863759389991262,0.42353525799233716,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
30,0,A_TO_B,sha256:7ad35ec0017d1bb984fe4321d99f45a61e9ab7c6f2e5020ac21656dd8bbb7c0e,sha256:92954cdff5a86c68328d0a8f09ca47398b691ff8412d2cd90e1ef55b72178388,184.91647389909767,250.12712937015309,6,6,0.55184895787619,0.0005138890143939571,0.44763715310941593,0.5567025701247553,0.004153605639890035,0.4391438242353546,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
30,0,B_TO_A,sha256:7ad35ec0017d1bb984fe4321d99f45a61e9ab7c6f2e5020ac21656dd8bbb7c0e,sha256:92954cdff5a86c68328d0a8f09ca47398b691ff8412d2cd90e1ef55b72178388,184.91647389909767,250.12712937015309,6,6,0.55184895787619,0.0005138890143939571,0.44763715310941593,0.5567025701247553,0.004153605639890035,0.4391438242353546,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
31,0,A_TO_B,sha256:7ad35ec0017d1bb984fe4321d99f45a61e9ab7c6f2e5020ac21656dd8bbb7c0e,sha256:2535ad26710c031ab1827c61c902b08a37ff80f68a6e45abb36c2bc4904a1cb6,184.91647389909767,259.7253519773732,6,7,0.55184895787619,0.0005138890143939571,0.44763715310941593,0.5054898873385159,0.0011656769631321281,0.49334443569835196,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
31,0,B_TO_A,sha256:7ad35ec0017d1bb984fe4321d99f45a61e9ab7c6f2e5020ac21656dd8bbb7c0e,sha256:2535ad26710c031ab1827c61c902b08a37ff80f68a6e45abb36c2bc4904a1cb6,184.91647389909767,259.7253519773732,6,7,0.55184895787619,0.0005138890143939571,0.44763715310941593,0.5054898873385159,0.0011656769631321281,0.49334443569835196,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
32,0,A_TO_B,sha256:7ad35ec0017d1bb984fe4321d99f45a61e9ab7c6f2e5020ac21656dd8bbb7c0e,sha256:ec102d3fc8dae3f12f4136cea3e99d18b0d847205350682987e0c5ea002d385d,184.91647389909767,260.56875781029873,6,7,0.55184895787619,0.0005138890143939571,0.44763715310941593,0.5179746764886934,0.000634051760477494,0.48139127175082896,1,3,2,1,3,2,,False,0.0,0.0,0.0,0.0
